school_year,district_id,school_id,school_number,core_code,individual school course_section,grade_level,Student Enrollment
2015,1050,1096,708,35020000060,27214 002,12,17
2015,1050,1096,708,35020013030,27210 001C,12,6
2015,1050,1096,708,35020013030,27210 002C,12,7
2015,1050,1096,708,35020013030,27211 001C,12,7
2015,1050,1418,760,35020000007,27208 003,12,1
2015,1107,1154,704,35020000007,652618001,12,3
2015,1107,1154,704,35020000007,652618002,12,7
2015,1107,1154,704,35020000007,652618003,12,7
2015,1107,1154,704,35020000007,652618004,12,9
2015,1107,1154,704,35020000007,652618005,12,6
2015,1107,1154,704,35020000030,652740001,12,1
2015,1107,1154,704,35020000030,652740002,12,4
2015,1107,1154,704,35020000030,652740003,12,1
2015,1107,1154,704,35020000060,652290001,12,1
2015,1107,1155,708,35020000007,652618001,12,1
2015,1107,1155,708,35020000007,652618002,12,2
2015,1107,1155,708,35020000030,652740001,12,2
2015,1107,1155,708,35020000030,652740003,12,1
2015,1107,1157,716,35020000007,652618001,12,7
2015,1107,1157,716,35020000007,6526180010,12,7
2015,1107,1157,716,35020000007,652618002,12,6
2015,1107,1157,716,35020000007,652618007,12,12
2015,1107,1157,716,35020000007,652618008,12,4
2015,1107,1157,716,35020000007,652618009,12,10
2015,1107,1157,716,35020000030,652740001,12,5
2015,1107,1157,716,35020000030,652740002,12,3
2015,1107,1157,716,35020000030,652740003,12,7
2015,1107,186280,748,35020000007,6526180071,12,16
2015,1107,186280,748,35020000007,6526180072,12,9
2015,1107,186280,748,35020000030,652740001,12,2
2015,1107,186280,748,35020000030,652740002,12,1
2015,1107,186280,748,35020000030,652740003,12,2
2015,1183,1208,703,32020013216,852101,12,25
2015,1183,1208,703,32020013216,852102,12,12
2015,1183,1208,703,32020013216,852103,12,24
2015,1183,1208,703,32020013216,852104,12,29
2015,1183,1208,703,35020000007,801701,12,14
2015,1183,1209,707,32020013216,852101,12,29
2015,1183,1209,707,32020013216,852102,12,19
2015,1183,1209,707,35020000030,851911,12,5
2015,1183,1209,707,35020000030,851912,12,10
2015,1183,1209,707,35020000030,851921,12,6
2015,1183,1209,707,35020000030,851922,12,2
2015,1222,1248,704,35020000030,7024001,12,6
2015,1222,1248,704,35020000030,7024002,12,9
2015,1222,1248,704,35020000030,7024003,12,3
2015,1222,1248,704,35020000030,7024004,12,3
2015,1222,1248,704,35020000030,7024011,12,3
2015,1222,1248,704,35020000030,7024012,12,6
2015,1222,1248,704,35020000030,7024013,12,3
2015,1222,1248,704,35020000030,7024015,12,2
2015,1222,1248,704,35020013030,7024041,12,1
2015,1222,1248,704,35020013030,7024042,12,3
2015,1222,1248,704,35020013030,7024043,12,1
2015,1222,1248,704,35020013030,7024045,12,1
2015,1222,1248,704,35020013030,7024046,12,3
2015,1222,1248,704,35020013030,7024047,12,1
2015,1222,1249,712,35020000007,7123251,12,1
2015,1222,1249,712,35020000007,7123252,12,1
2015,1222,1249,712,35020000007,7123253,12,5
2015,1222,1249,712,35020000007,7123254,12,2
2015,1222,1249,712,35020000030,7123141,12,11
2015,1222,1249,712,35020000030,7123142,12,11
2015,1222,1249,712,35020000030,7123143,12,7
2015,1222,1249,712,35020000030,7123161,12,10
2015,1222,1249,712,35020000030,7123162,12,11
2015,1222,1250,730,35020000007,5585471,12,3
2015,1222,1250,730,35020000007,5585472,12,3
2015,1222,1250,730,35020000007,5585473,12,2
2015,1222,1250,730,35020000007,5585474,12,5
2015,1222,1250,730,35020000007,5585475,12,5
2015,1222,1250,730,35020000007,5585476,12,4
2015,1222,1250,730,35020000007,5585477,12,4
2015,1222,1250,730,35020000007,5585478,12,3
2015,1222,186139,510,35020000030,512311M,12,1
2015,1222,186139,510,35020000030,512311M2,12,1
2015,1261,1272,704,35020000030,66551,12,12
2015,1261,1272,704,35020000030,66552,12,4
2015,1261,1272,704,35020000030,66561,12,7
2015,1275,1289,704,35020000030,26201,12,9
2015,1275,1289,704,35020000030,26202,12,9
2015,1275,1289,704,35020000030,26203,12,1
2015,1275,1289,704,35020000060,82601,12,8
2015,1275,1289,704,35020000060,82602,12,7
2015,1275,1289,704,35020013030,26111,12,19
2015,5496,5496,700,35020000060,90181,12,2
2015,10527,10527,700,32020000216,20851,12,4
2015,60560,60560,700,35020000060,86458,12,1
2015,60560,60560,700,35020000060,86459,12,1
2015,110575,110575,700,35020000030,802002,12,4
2015,160607,160607,700,35020000007,85021,12,1
2015,165608,186389,710,35020013030,W20140071101,12,2
2015,165615,165615,100,35020000007,CTE3921611,12,4
2015,165615,165615,100,35020000007,CTE3921612,12,1
2015,165615,165615,100,35020000030,CTE3421712,12,3
2015,185698,185698,100,35020000030,6871,12,1
2015,185698,185698,100,35020000030,7951,12,1
2015,185873,185873,700,35020000060,57602,12,6
2015,185874,185874,100,35020000030,22101,12,3
2015,185874,185874,100,35020000030,22102,12,2
2015,186006,186006,700,35020000030,TCH0601,12,1
2015,186006,186006,700,35020000030,TCH0602,12,1
2015,186006,186006,700,35020000030,TCH0603,12,1
2015,186006,186006,700,35020000060,TCH0401,12,9
2015,186006,186006,700,35020000060,TCH0403,12,8
2015,186056,733,702,32020000150,8309802,12,1
2015,186056,733,702,32020000150,8309902,12,3
2015,186056,733,702,32020000216,8316801,12,2
2015,186056,733,702,32020000216,8316901,12,3
2015,186056,733,702,35020000007,8320101,12,4
2015,186056,733,702,35020000007,8320102,12,2
2015,186056,733,702,35020000060,8128801,12,2
2015,186056,733,702,35020013030,5711801,12,1
2015,186056,733,702,35020013030,5711901,12,3
2015,186056,736,705,32020000150,8309801,12,4
2015,186056,736,705,32020000216,8316022,12,9
2015,186056,736,705,35020000007,8320115,12,4
2015,186056,736,705,35020000007,8320131,12,4
2015,186056,736,705,35020000060,8128111,12,4
2015,186056,736,705,35020000060,8128121,12,5
2015,186056,736,705,35020000060,8128134,12,4
2015,186056,736,705,35020013030,5711112,12,15
2015,186056,736,705,35020013030,5711801,12,4
2015,186056,736,705,35020013030,5711802,12,4
2015,186056,737,706,32020000150,8309802,12,1
2015,186056,737,706,32020000150,8309902,12,4
2015,186056,737,706,32020000216,8316801,12,1
2015,186056,737,706,32020000216,8316901,12,4
2015,186056,737,706,35020000007,8320102,12,4
2015,186056,737,706,35020000007,8320103,12,1
2015,186056,737,706,35020000007,8320104,12,2
2015,186056,737,706,35020000007,8320105,12,3
2015,186056,737,706,35020000007,8320106,12,1
2015,186056,737,706,35020000030,8121001,12,2
2015,186056,737,706,35020000030,8121002,12,6
2015,186056,737,706,35020000030,8121003,12,2
2015,186056,737,706,35020013030,5711801,12,3
2015,186056,738,708,32020000150,8309802,12,2
2015,186056,738,708,32020000150,8309902,12,3
2015,186056,738,708,32020000216,8316801,12,3
2015,186056,738,708,32020000216,8316901,12,3
2015,186056,186286,711,32020000150,8309802,12,2
2015,186056,186286,711,32020000150,8309902,12,2
2015,186056,186286,711,32020000216,8316801,12,2
2015,186056,186286,711,32020000216,8316901,12,2
2015,186056,186286,711,35020000007,8320101,12,2
2015,186056,186286,711,35020000030,8121101,12,10
2015,186056,186286,711,35020000030,8121102,12,8
2015,186056,186286,711,35020013030,5711901,12,3
2015,186113,186113,600,35020000030,5101,12,6
2015,186113,186113,600,35020000060,5031,12,4
2015,186170,186170,700,35020000035,802510,12,1
2015,186170,186170,700,35020000035,802511,12,1
2015,186170,186170,700,35020000035,802512,12,4
2015,186170,186170,700,35020000035,802514,12,3
2015,186170,186170,700,35020000035,802515,12,2
2015,186170,186170,700,35020000035,80258,12,1
2015,186170,186170,700,35020000035,80259,12,4
2015,186170,186170,700,35020000035,8025B2,12,7
2015,186170,186170,700,35020000035,8025B5,12,1
2015,186170,186170,700,35020000035,8025B6,12,1
2015,186182,186182,101,32020000216,348971,12,1
2015,186357,186358,800,32020000216,410021,12,2
2015,186357,186358,800,35020000030,6141,12,2
2015,186369,186370,700,35020000030,1021,12,3
2015,186369,186370,700,35020000030,1086,12,3
2015,186369,186370,700,35020000030,1136,12,3
2015,186369,186370,700,35020000030,1194,12,2
2015,186369,186370,700,35020000030,1295,12,2
2015,186369,186370,700,35020000030,1296,12,3
2015,186369,186370,700,35020000030,1633,12,2
2015,186369,186370,700,35020000030,1634,12,2
2016,122,170,406,35020000007,C607201,9,29
2016,122,170,406,35020000007,C607202,9,16
2016,122,171,408,35020000007,C60720316,9,37
2016,122,171,408,35020000007,C60720318,9,37
2016,122,171,408,35020000007,C60720327,9,36
2016,122,171,408,35020000007,C60720328,9,37
2016,122,172,410,35020000007,C60720113,9,30
2016,122,172,410,35020000007,C60720163,9,43
2016,122,172,410,35020000007,C60720183,9,34
2016,122,172,410,35020000007,C60720223,9,36
2016,122,172,410,35020000007,C60720233,9,32
2016,122,172,410,35020000007,C60720243,9,30
2016,122,172,410,35020000007,C60720273,9,34
2016,122,174,414,35020000007,C6072111,9,29
2016,122,174,414,35020000007,C6072118,9,19
2016,122,174,414,35020000007,C6072124,9,36
2016,122,188,730,35020000007,C6072y2jp,9,1
2016,122,65563,420,35020000007,C60720141,9,33
2016,122,65563,420,35020000007,C60720167,9,30
2016,122,65563,420,35020000007,C60720177,9,37
2016,122,65563,420,35020000007,C60720211,9,26
2016,122,65563,420,35020000007,C60720257,9,29
2016,122,65563,420,35020000007,C60720267,9,31
2016,122,65563,420,35020000007,C6072Y247,9,28
2016,122,186162,490,35020000007,C6072511,9,40
2016,122,186162,490,35020000007,C6072611,9,34
2016,279,293,704,35020000030,87021,9,2
2016,308,367,413,35020000007,868041300002,9,26
2016,308,371,420,35020000007,868042000001,9,39
2016,308,371,420,35020000007,868042000002,9,40
2016,308,371,420,35020000007,868042000003,9,40
2016,308,371,420,35020000007,868042000006,9,40
2016,308,186244,426,35020000030,868483500001,9,1
2016,422,434,704,32020000216,852272,9,5
2016,422,436,712,32020000216,852291,9,1
2016,422,437,714,35020000007,854010,9,2
2016,422,437,714,35020000007,85403,9,4
2016,456,464,704,35020000007,35020072,9,10
2016,456,464,704,35020000007,35020073,9,11
2016,456,465,708,35020000007,35020072,9,3
2016,456,466,712,35020000007,35020071,9,16
2016,456,466,712,35020000007,35020072,9,19
2016,480,552,400,35020000007,64200101,9,34
2016,480,552,400,35020000007,64200102,9,32
2016,480,552,400,35020000007,64200103,9,36
2016,480,553,402,35020000007,64200101,9,35
2016,480,553,402,35020000007,64200102,9,30
2016,480,553,402,35020000007,64200103,9,34
2016,480,556,410,35020000007,64200101,9,28
2016,480,557,411,35020000007,64200111,9,30
2016,480,557,411,35020000007,64200119,9,39
2016,480,557,411,35020000007,64200125,9,30
2016,480,558,412,35020000007,64200101,9,29
2016,480,558,412,35020000007,64200102,9,22
2016,480,559,416,35020000007,64200124,9,40
2016,480,559,416,35020000007,64200127,9,41
2016,480,559,416,35020000007,64200128,9,29
2016,480,566,432,35020000007,64200116,9,32
2016,480,566,432,35020000007,64200117,9,27
2016,480,566,432,35020000007,64200121,9,29
2016,480,566,432,35020000007,64200126,9,30
2016,480,600,708,35020000007,64200114,9,10
2016,480,600,708,35020000007,64200115,9,22
2016,480,600,708,35020000007,64200118,9,19
2016,480,600,708,35020000007,64200122,9,9
2016,480,600,708,35020000007,64200124,9,14
2016,480,600,708,35020000007,64200126,9,15
2016,480,600,708,35020000007,64200127,9,14
2016,480,601,710,35020000007,64200111,9,12
2016,480,601,710,35020000007,64200113,9,5
2016,480,601,710,35020000007,64200114,9,16
2016,480,601,710,35020000007,64200115,9,15
2016,480,601,710,35020000007,64200116,9,14
2016,480,601,710,35020000007,64200118,9,22
2016,480,601,710,35020000007,64200121,9,25
2016,480,601,710,35020000007,64200122,9,10
2016,480,601,710,35020000007,64200124,9,27
2016,480,601,710,35020000007,64200126,9,16
2016,480,601,710,35020000007,64200127,9,29
2016,480,601,710,35020000007,64200128,9,13
2016,480,603,714,35020000007,64200111,9,32
2016,480,603,714,35020000007,64200115,9,23
2016,480,603,714,35020000007,64200121,9,26
2016,480,603,714,35020000007,64200125,9,23
2016,480,50545,423,35020000007,64200101,9,34
2016,480,50545,423,35020000007,64200102,9,37
2016,480,50545,423,35020000007,64200104,9,38
2016,635,649,704,32020000216,CTBUG216S4,9,3
2016,635,649,704,35020000007,CTSEG007S1,9,26
2016,635,649,704,35020000007,CTSEG007S2,9,28
2016,635,649,704,35020000030,CTSEG030S1,9,1
2016,635,651,712,35020000007,CTSEG007S14,9,24
2016,635,651,712,35020000007,CTSEG007S27,9,24
2016,635,652,750,32020000150,CTBUG150S5,9,1
2016,653,717,406,35020000007,9180001,9,26
2016,653,720,409,35020000007,9180101,9,29
2016,653,720,409,35020000007,9180102,9,34
2016,653,722,411,35020000007,9180901,9,31
2016,653,722,411,35020000007,9180902,9,31
2016,653,722,411,35020000007,9180903,9,31
2016,653,175615,416,35020000007,9180121,9,36
2016,653,175616,417,35020000007,9180101,9,34
2016,653,175616,417,35020000007,9180102,9,37
2016,653,186326,419,35020000007,9180101,9,35
2016,653,186326,419,35020000007,9180102,9,34
2016,765,770,704,35020000007,HS700051,9,8
2016,772,779,704,32020000216,84681,9,22
2016,772,779,704,32020000216,84682,9,19
2016,772,779,704,32020000216,84683,9,12
2016,772,780,708,32020000216,84681,9,19
2016,783,790,704,35020000060,85965,9,2
2016,795,799,704,32020013216,12341,9,2
2016,795,799,704,35020000007,12332,9,10
2016,795,799,704,35020000007,12333,9,18
2016,795,799,704,35020000007,12334,9,25
2016,795,799,704,35020000007,12335,9,30
2016,795,799,704,35020000007,12336,9,15
2016,795,799,704,35020000007,12337,9,25
2016,795,799,704,35020000007,12338,9,12
2016,795,799,704,35020000007,12339,9,19
2016,800,825,420,35020000007,873421,9,16
2016,800,826,424,35020000007,873421,9,35
2016,800,826,424,35020000007,873422,9,37
2016,800,186160,416,35020000007,873421,9,22
2016,837,846,704,32020000150,2037C1,9,15
2016,837,846,704,32020000150,2037C2,9,8
2016,837,846,704,32020000150,2038C1,9,9
2016,837,846,704,32020000150,2038C2,9,6
2016,837,846,704,32020000150,6340A1,9,1
2016,837,846,704,32020000150,6340B1,9,1
2016,837,846,704,32020000216,8512C1,9,4
2016,849,854,704,32020000150,230911,9,1
2016,856,861,304,35020000030,C3511061,9,17
2016,856,861,304,35020000030,C3511062,9,14
2016,880,892,704,35020000007,80021,9,21
2016,880,892,704,35020000007,80022,9,22
2016,880,892,704,35020000060,80061,9,2
2016,880,892,704,35020000060,80062,9,1
2016,880,895,710,35020000007,800210,9,3
2016,880,895,710,35020000007,80025,9,6
2016,880,895,710,35020000007,80026,9,4
2016,880,895,710,35020000007,80027,9,10
2016,880,895,710,35020000007,80028,9,9
2016,880,895,710,35020000007,80029,9,5
2016,900,912,704,35020000030,77212704,9,8
2016,921,928,704,32020000150,85082,9,6
2016,921,929,708,32020000150,85081,9,4
2016,921,929,708,32020000150,85082,9,4
2016,921,929,708,32020000150,85083,9,1
2016,921,929,708,32020000150,85084,9,1
2016,921,929,708,35020000030,80603,9,2
2016,921,929,708,35020000030,80604,9,1
2016,930,937,704,32020000216,80210113,9,6
2016,947,965,712,35020000007,85381,9,14
2016,947,965,712,35020000007,85382,9,16
2016,947,965,712,35020000007,85383,9,18
2016,947,185832,720,35020000007,85381,9,10
2016,947,185832,720,35020000007,85382,9,28
2016,972,988,704,35020000007,89121,9,9
2016,972,988,704,35020000030,88861,9,1
2016,972,988,704,35020000030,88862,9,3
2016,972,988,704,35020000030,88863,9,2
2016,972,988,704,35020000030,88864,9,2
2016,972,988,704,35020000030,88891,9,2
2016,972,988,704,35020000030,88892,9,2
2016,972,988,704,35020000030,88893,9,1
2016,992,1000,704,35020000007,85511,9,19
2016,992,1000,704,35020000007,85512,9,10
2016,992,1000,704,35020000007,85513,9,11
2016,992,1000,704,35020000007,85514,9,11
2016,992,1000,704,35020000007,85515,9,13
2016,992,1000,704,35020000007,85516,9,14
2016,992,1000,704,35020000030,85541,9,1
2016,1002,1023,404,35020000007,852750002,9,1
2016,1002,1024,408,35020000007,852750001,9,2
2016,1002,185853,403,32020000150,855040301,9,1
2016,1002,185853,403,32020000150,855040303,9,1
2016,1002,186268,500,35020000007,852750001,9,2
2016,1002,186268,500,35020000007,852750002,9,4
2016,1050,1084,403,35020000007,27208 001O,9,1
2016,1050,1085,404,35020000007,27208 001O,9,2
2016,1050,1086,406,35020000007,27208 001,9,23
2016,1050,1086,406,35020000007,27208 001O,9,10
2016,1050,1086,406,35020000007,27208 002O,9,4
2016,1050,1087,408,35020000007,27208 001,9,31
2016,1050,1087,408,35020000007,27208 001O,9,12
2016,1050,1087,408,35020000007,27208 002,9,23
2016,1050,1088,410,35020000007,27208 001O,9,1
2016,1050,1089,412,35020000007,27208 001,9,20
2016,1050,1089,412,35020000007,27208 001O,9,3
2016,1050,1089,412,35020000007,27208 002,9,27
2016,1050,1089,412,35020000007,27208 003,9,20
2016,1050,1090,416,35020000007,27208 001O,9,2
2016,1050,70596,405,35020000007,27208 001O,9,5
2016,1050,75563,419,35020000007,27208 001O,9,3
2016,1050,186417,725,35020000007,27208 001,9,5
2016,1050,186417,725,35020000007,27208 001O,9,2
2016,1050,186417,725,35020000007,27208 002,9,3
2016,1050,186417,725,35020000007,27208 003,9,8
2016,1050,186417,725,35020000007,27208 004,9,4
2016,1050,186417,725,35020000007,27208 005,9,6
2016,1050,186417,725,35020000007,27208 006,9,2
2016,1107,1154,704,35020000007,652618001,9,3
2016,1107,1154,704,35020000007,652618002,9,8
2016,1107,1154,704,35020000007,652618003,9,17
2016,1107,1154,704,35020000007,652618004,9,22
2016,1107,1154,704,35020000007,652618005,9,12
2016,1107,1154,704,35020000030,652740001,9,3
2016,1107,1154,704,35020000030,652740002,9,4
2016,1107,1154,704,35020000030,652740003,9,6
2016,1107,1154,704,35020000060,652290001,9,7
2016,1107,1155,708,35020000007,652618001,9,25
2016,1107,1155,708,35020000030,652740001,9,7
2016,1107,1155,708,35020000030,652740002,9,5
2016,1107,1155,708,35020000030,652740003,9,1
2016,1107,1157,716,35020000007,652618001,9,3
2016,1107,1157,716,35020000007,6526180011,9,3
2016,1107,1157,716,35020000007,652618002,9,2
2016,1107,1157,716,35020000007,652618003,9,2
2016,1107,1157,716,35020000007,652618004,9,7
2016,1107,1157,716,35020000007,652618006,9,1
2016,1107,1157,716,35020000007,652618008,9,1
2016,1107,1157,716,35020000007,652618009,9,1
2016,1107,1157,716,35020000030,652740005,9,25
2016,1107,1157,716,35020000030,652740006,9,21
2016,1107,186280,748,35020000030,652740002,9,10
2016,1107,186280,748,35020000030,652740003,9,5
2016,1222,1248,704,35020000030,7024001002,9,1
2016,1222,1248,704,35020000030,7024002,9,1
2016,1222,1249,712,35020000007,7123251,9,28
2016,1222,1249,712,35020000007,7123252,9,28
2016,1222,1249,712,35020000007,7123253,9,26
2016,1222,1249,712,35020000007,7123254,9,31
2016,1222,1249,712,35020000030,7123141,9,7
2016,1222,1249,712,35020000030,7123142,9,10
2016,1222,1249,712,35020000030,7123143,9,15
2016,1222,1249,712,35020000030,7123144,9,6
2016,1222,1249,712,35020000030,7123161,9,2
2016,1222,1249,712,35020000030,7123162,9,5
2016,1222,186139,510,35020000030,512311M,9,7
2016,1222,186139,510,35020000030,512311M2,9,8
2016,1222,186139,510,35020000030,518100M,9,3
2016,1222,186139,510,35020000030,518100M2,9,4
2016,1222,186139,510,35020000030,518150M,9,1
2016,1222,186139,510,35020000030,518150M2,9,1
2016,1261,1272,704,35020000030,66551,9,9
2016,1261,1272,704,35020000030,66552,9,9
2016,1275,1286,404,35020000007,85652,9,34
2016,1275,1286,404,35020000007,85653,9,32
2016,1275,1286,404,35020000007,85654,9,41
2016,1275,1286,404,35020000007,85655,9,30
2016,1275,1286,404,35020000007,85656,9,39
2016,1275,1286,404,35020000007,85657,9,35
2016,1275,1286,404,35020000007,85658,9,31
2016,1275,1288,412,35020000007,85651,9,24
2016,1275,1288,412,35020000007,856510,9,27
2016,1275,1288,412,35020000007,85652,9,19
2016,1275,1288,412,35020000007,85653,9,26
2016,1275,1288,412,35020000007,85654,9,24
2016,1275,1288,412,35020000007,85655,9,30
2016,1275,1288,412,35020000007,85656,9,27
2016,1275,1288,412,35020000007,85657,9,16
2016,1275,1288,412,35020000007,85658,9,29
2016,5496,5496,700,35020000060,90181,9,6
2016,10527,10527,700,35020000007,20821,9,4
2016,10527,10527,700,35020000007,20822,9,3
2016,10527,10527,700,35020000007,20823,9,1
2016,110575,110575,700,35020000007,801311,9,34
2016,110575,110575,700,35020000007,801312,9,32
2016,110575,110575,700,35020000007,801313,9,36
2016,110575,110575,700,35020000007,801314,9,30
2016,110575,110575,700,35020000030,802002,9,15
2016,125582,125582,300,35020000007,35020081,9,11
2016,125582,125582,300,35020000007,35020082,9,4
2016,125582,125582,300,35020000007,35020083,9,9
2016,165608,165608,700,35020000007,CTSEG007S1,9,2
2016,165608,165608,700,35020000007,CTSEG007S14,9,3
2016,165608,165608,700,35020000007,CTSEG007S2,9,1
2016,165608,165608,700,35020000007,CTSEG007S27,9,2
2016,165610,165610,700,35020000030,20201,9,25
2016,165610,165610,700,35020000030,20202,9,26
2016,165610,165610,700,35020000030,20203,9,26
2016,165610,165610,700,35020000030,20204,9,25
2016,165610,165610,700,35020000030,20205,9,26
2016,165610,165610,700,35020000030,20206,9,25
2016,165610,165610,700,35020000030,2020B1,9,23
2016,165610,165610,700,35020000030,2020B2,9,23
2016,165610,165610,700,35020000030,2020B3,9,23
2016,165610,165610,700,35020000030,2020B4,9,23
2016,165610,165610,700,35020000030,2020B5,9,21
2016,165610,165610,700,35020000030,2020B6,9,23
2016,165610,165610,700,35020000030,2020B7,9,23
2016,165610,165610,700,35020000060,20071,9,8
2016,165610,165610,700,35020000060,2007B1,9,5
2016,165615,165615,100,35020000007,CTE3921611,9,26
2016,165615,165615,100,35020000007,CTE3921612,9,21
2016,165615,165615,100,35020000030,CTE3421711,9,1
2016,185688,185688,100,35020000035,9341,9,14
2016,185688,185688,100,35020000035,9342,9,1
2016,185698,185698,100,35020000030,10768,9,1
2016,185698,185698,100,35020000030,11542,9,1
2016,185698,185698,100,35020000030,12350,9,1
2016,185698,185698,100,35020000030,9942,9,1
2016,185835,185835,700,35020000030,805601,9,7
2016,185835,185835,700,35020000030,805602,9,4
2016,185835,185835,700,35020000060,815871,9,8
2016,185868,185868,300,35020000007,652618001,9,2
2016,185868,185868,300,35020000030,652740001,9,20
2016,185871,185871,100,35020000030,CTE80001,9,3
2016,185871,185871,100,35020000030,CTE80002,9,3
2016,185871,185871,100,35020000030,CTE80003,9,2
2016,185872,185872,100,35020000007,96771,9,25
2016,185872,185872,100,35020000007,96772,9,24
2016,185872,185872,100,35020000007,99881,9,25
2016,185872,185872,100,35020000007,99882,9,24
2016,185874,185874,100,35020000030,2220 A1,9,5
2016,185874,185874,100,35020000030,2220 B1,9,2
2016,186006,186006,700,35020000060,DTCH040V251,9,10
2016,186006,186006,700,35020000060,DTCH040V261,9,1
2016,186006,186006,700,35020000060,DTCH040V2K1,9,9
2016,186056,733,702,35020000007,8320101,9,26
2016,186056,733,702,35020000007,8320102,9,25
2016,186056,733,702,35020000007,8320103,9,26
2016,186056,736,705,35020000007,8320115,9,14
2016,186056,736,705,35020000007,8320131,9,14
2016,186056,736,705,35020000060,8128111,9,17
2016,186056,736,705,35020000060,8128121,9,22
2016,186056,737,706,35020000007,8320101,9,26
2016,186056,737,706,35020000007,8320102,9,31
2016,186056,737,706,35020000007,8320103,9,23
2016,186056,737,706,35020000007,8320104,9,30
2016,186056,737,706,35020000007,8320105,9,22
2016,186056,737,706,35020000007,8320106,9,21
2016,186056,737,706,35020000030,8121001,9,17
2016,186056,737,706,35020000030,8121002,9,15
2016,186056,737,706,35020000030,8121003,9,21
2016,186056,738,708,35020000030,8121001,9,1
2016,186056,738,708,35020000030,8121002,9,1
2016,186056,186286,711,35020000007,8320101,9,20
2016,186056,186286,711,35020000007,8320102,9,13
2016,186056,186286,711,35020000030,8121101,9,1
2016,186056,186286,711,35020000030,8121102,9,1
2016,186113,186113,600,35020000060,5031,9,18
2016,186170,186170,700,35020000035,802510,9,3
2016,186170,186170,700,35020000035,802511,9,7
2016,186170,186170,700,35020000035,802512,9,7
2016,186170,186170,700,35020000035,802514,9,2
2016,186170,186170,700,35020000035,802515,9,4
2016,186170,186170,700,35020000035,802517,9,1
2016,186170,186170,700,35020000035,80255,9,4
2016,186170,186170,700,35020000035,80256,9,1
2016,186170,186170,700,35020000035,80257,9,7
2016,186170,186170,700,35020000035,8025B4,9,11
2016,186170,186170,700,35020000035,8025B5,9,1
2016,186170,186170,700,35020000035,8025B6,9,8
2016,186170,186170,700,35020000035,8025B8,9,9
2016,186357,186358,800,32020000150,476001,9,2
2016,186357,186358,800,32020000150,476002,9,2
2016,186357,186358,800,32020000150,476003,9,3
2016,186357,186358,800,35020000007,470201,9,9
2016,186357,186358,800,35020000007,470203,9,10
2016,186357,186358,800,35020000007,470207,9,8
2016,186357,186358,800,35020000030,470102,9,9
2016,186357,186358,800,35020000030,470105,9,1
2016,186369,186370,700,35020000030,10500021,9,3
2016,186380,186381,700,35020000060,30156,9,8
2016,186380,186381,700,35020000060,30157,9,3
2016,186387,186388,300,35020000060,80166,9,4
2016,122,180,704,35020000007,C60720060,10,15
2016,122,180,704,35020013030,UCS101007,10,1
2016,122,181,708,35020000030,C6151121,10,14
2016,122,181,708,35020000030,C6151171,10,12
2016,122,181,708,35020000030,C6151181,10,2
2016,122,181,708,35020000030,C6151221,10,7
2016,122,181,708,35020000030,C6151271,10,7
2016,122,181,708,35020000030,C6151281,10,1
2016,122,181,708,35020013030,UCS10812,10,6
2016,122,181,708,35020013030,UCS10817,10,4
2016,122,181,708,35020013030,UCS10818,10,1
2016,122,181,708,35020013030,UCS10912,10,4
2016,122,181,708,35020013030,UCS10917,10,2
2016,122,181,708,35020013030,UCS10918,10,1
2016,122,181,708,35020013030,UCS14112,10,2
2016,122,181,708,35020013030,UCS14117,10,2
2016,122,181,708,35020013030,UCS14212,10,2
2016,122,181,708,35020013030,UCS14217,10,2
2016,122,182,709,32020000150,C2601S112,10,3
2016,122,182,709,32020000150,C2601S216,10,11
2016,122,182,709,32020013150,UDM238206,10,4
2016,122,182,709,32020013150,UIM280102,10,8
2016,122,182,709,35020000007,C60720106,10,13
2016,122,182,709,35020000007,C60720203,10,6
2016,122,182,709,35020000030,C61511111,10,12
2016,122,182,709,35020000030,C61511115,10,13
2016,122,182,709,35020000030,C61522211,10,9
2016,122,182,709,35020000030,C61522215,10,12
2016,122,183,711,32020000150,C2601S01,10,4
2016,122,183,711,32020000150,C2601S21,10,11
2016,122,183,711,32020013150,UIM28001,10,1
2016,122,183,711,32020013150,UIM28021,10,2
2016,122,183,711,35020000030,C6150101,10,8
2016,122,183,711,35020000030,C6150201,10,3
2016,122,183,711,35020013030,UCS14001,10,2
2016,122,183,711,35020013030,UCS14021,10,2
2016,122,184,712,35020000007,C6072011H,10,17
2016,122,184,712,35020000007,C6072014H,10,15
2016,122,184,712,35020000007,C6072015H,10,10
2016,122,184,712,35020000007,C6072016H,10,15
2016,122,184,712,35020000007,C6072018H,10,12
2016,122,184,712,35020000007,C6072021H,10,10
2016,122,184,712,35020000007,C6072024H,10,22
2016,122,184,712,35020000007,C6072025H,10,21
2016,122,184,712,35020000007,C6072026H,10,18
2016,122,184,712,35020000030,C615025J,10,5
2016,122,185,716,35020000007,C60721011,10,9
2016,122,185,716,35020000007,C60721071,10,13
2016,122,185,716,35020000007,C60721081,10,18
2016,122,185,716,35020000007,C60722012,10,15
2016,122,185,716,35020000007,C60722072,10,11
2016,122,185,716,35020000007,C60722082,10,19
2016,122,185,716,35020000030,C61510021,10,1
2016,122,185,716,35020000030,C61510061,10,9
2016,122,185,716,35020000030,C6152062,10,8
2016,122,185,716,35020013030,UCS100041,10,9
