,person_id,district_nbr,LEA,school_name,school_nbr,cert_endo_degree_desc,endo_receive_date,,,
,142166.64,42,Canyons District,Canyons Technical Education Center,740,A+ (Computer Repair/Maintenance),6/26/2013,,,
,142166.64,42,Canyons District,Canyons Technical Education Center,740,Network+,6/26/2013,,,
,177079.358,42,Canyons District,Corner Canyon High,711,Multimedia,7/18/2013,,,
,16362.854,35,Weber District,Weber High,704,Multimedia,9/25/2013,,,
,22900.334,1,Alpine District,American Fork High,704,Multimedia,10/2/2013,,,
,174670.978,19,Nebo District,Spanish Fork High,708,Multimedia,10/29/2013,,,
,172445.032,7,Davis District,Layton High,710,Web Development,10/29/2013,,,
,174846.504,9F,Mountain Heights Academy,Mountain Heights Academy,600,Web Development,1/29/2014,,,
,91235.84,83,Academy for Math Engineering & Science,Academy for Math Engineering & Science,700,Exploring CS,2/20/2014,,,
,183609.616,1,Alpine District,American Fork Jr High,404,Multimedia,2/20/2014,,,
,22715.074,1,Alpine District,Lakeridge Jr High,406,Exploring CS,3/28/2014,,,
,22831.568,1,Alpine District,Lehi Jr High,408,Exploring CS,3/28/2014,,,
,22979.148,1,Alpine District,Mountain Ridge Jr High,410,Exploring CS,3/28/2014,,,
,22831.568,1,Alpine District,Skyridge High School,785,Exploring CS,3/28/2014,,,
,3221.326,10,Garfield District,Panguitch High,712,Exploring CS,3/28/2014,,,
,3221.326,10,Garfield District,Panguitch Middle,304,Exploring CS,3/28/2014,,,
,150132.192,14,Jordan District,Fort Herriman Middle,417,Exploring CS,3/28/2014,,,
,176087.118,14,Jordan District,Fort Herriman Middle,417,Exploring CS,3/28/2014,,,
,55734.058,33,Washington District,Desert Hills High,703,Exploring CS,3/28/2014,,,
,31765.182,36,Salt Lake District,West High,716,Exploring CS,3/28/2014,,,
,84747.972,33,Washington District,Pine View High,720,Multimedia,4/1/2014,,,
,18441.848,19,Nebo District,Salem Hills High,706,Computer Science - Level 2,4/25/2014,,,
,19355.274,38,Provo District,Dixon Middle,408,Computer Science - Level 2,4/25/2014,,,
,19355.274,38,Provo District,Independence High,730,Computer Science - Level 2,4/25/2014,,,
,22715.074,1,Alpine District,Lakeridge Jr High,406,Computer Science - Level 2,4/25/2014,,,
,23587.366,3,Box Elder District,Bear River High,704,Computer Science - Level 2,4/25/2014,,,
,23700.092,4,Cache District,Green Canyon High School,703,Computer Science - Level 2,4/25/2014,,,
,23848.928,5,Carbon District,Carbon High,704,Computer Science - Level 2,4/25/2014,,,
,23848.928,5,Carbon District,Carbon High,704,Computer Science - Level 2,4/25/2014,,,
,24471.276,7,Davis District,Davis District,7,Computer Science - Level 2,4/25/2014,,,
,25300.55,12,Granite District,Cyprus High,704,Computer Science - Level 2,4/25/2014,,,
,25300.55,12,Granite District,Cyprus High,704,Computer Science - Level 2,4/25/2014,,,
,27962.956,19,Nebo District,Spanish Fork High,708,Computer Science - Level 2,4/25/2014,,,
,27962.956,19,Nebo District,Spanish Fork High,708,Computer Science - Level 2,4/25/2014,,,
,27962.956,19,Nebo District,Springville High,712,Computer Science - Level 2,4/25/2014,,,
,27962.956,19,Nebo District,Springville High,712,Computer Science - Level 2,4/25/2014,,,
,28141.622,21,North Summit District,North Summit High,704,Computer Science - Level 2,4/25/2014,,,
,28659.722,31,Uintah District,Ashley Valley Educ. Ctr.,750,Computer Science - Level 2,4/25/2014,,,
,28789.718,76,Northeastern Utah Ed. Serv.,Northeastern Utah Ed. Serv.,76,Computer Science - Level 2,4/25/2014,,,
,28789.718,76,Northeastern Utah Ed. Serv.,Northeastern Utah Ed. Serv.,76,Computer Science - Level 2,4/25/2014,,,
,28975.606,33,Washington District,Snow Canyon High,725,Computer Science - Level 2,4/25/2014,,,
,29292.432,99,USBE,USBE,99,Computer Science - Level 2,4/25/2014,,,
,29292.432,99,USBE,USBE,99,Computer Science - Level 2,4/25/2014,,,
,29390.4,35,Weber District,Weber High,704,Computer Science - Level 2,4/25/2014,,,
,31615.404,FC,Utah Catholic Schools,Judge Memorial Catholic High,959,Computer Science - Level 2,4/25/2014,,,
,31616.66,36,Salt Lake District,East High,704,Computer Science - Level 2,4/25/2014,,,
,35833.994,36,Salt Lake District,Ensign School,144,Computer Science - Level 2,4/25/2014,,,
,35833.994,36,Salt Lake District,Ensign School,144,Computer Science - Level 2,4/25/2014,,,
,45604.732,1,Alpine District,Pleasant Grove Jr High,416,Computer Science - Level 2,4/25/2014,,,
,45604.732,1,Alpine District,Pleasant Grove Jr High,416,Computer Science - Level 2,4/25/2014,,,
,55734.058,33,Washington District,Desert Hills High,703,Computer Science - Level 2,4/25/2014,,,
,84744.832,38,Provo District,Provo High,704,Computer Science - Level 2,4/25/2014,,,
,84744.832,38,Provo District,Provo High,704,Computer Science - Level 2,4/25/2014,,,
,91235.84,83,Academy for Math Engineering & Science,Academy for Math Engineering & Science,700,Computer Science - Level 2,4/25/2014,,,
,107234.14,12,Granite District,Redwood School,184,Computer Science - Level 2,4/25/2014,,,
,107234.14,12,Granite District,Redwood School,184,Computer Science - Level 2,4/25/2014,,,
,129443.988,33,Washington District,Snow Canyon High,725,Computer Science - Level 2,4/25/2014,,,
,137273.578,30,Tooele District,Tooele Jr High,404,Computer Science - Level 2,4/25/2014,,,
,145369.44,14,Jordan District,Bingham High,704,Computer Science - Level 2,4/25/2014,,,
,183024.006,1,Alpine District,Orem High,712,Computer Science - Level 2,5/21/2014,,,
,178697.4,82,Freedom Preparatory Academy,Freedom Preparatory Academy,100,Multimedia,8/5/2014,,,
,182917.246,7,Davis District,Syracuse High,716,Multimedia,8/6/2014,,,
,169500.968,42,Canyons District,Alta High,702,Multimedia,8/6/2014,,,
,178699.284,36,Salt Lake District,East High,704,Multimedia,8/11/2014,,,
,164283.23,22,Park City District,Treasure Mtn. Junior High School,304,Multimedia,8/18/2014,,,
,170474.682,19,Nebo District,Nebo Advanced Learning Center,747,Multimedia,9/18/2014,,,
,27276.552,14,Jordan District,Herriman High,707,Web Development,9/25/2014,,,
,161170.548,12,Granite District,Skyline High,718,Multimedia,9/26/2014,,,
,175087.342,2F,Rockwell Charter High School,Rockwell Charter High School,700,Multimedia,10/3/2014,,,
,175087.342,2F,Rockwell Charter High School,Rockwell Charter High School,700,Web Development,10/3/2014,,,
,180479.978,19,Nebo District,Maple Mountain High,702,Computer Science - Level 2,10/28/2014,,,
,180479.978,19,Nebo District,Nebo Advanced Learning Center,747,Computer Science - Level 2,10/28/2014,,,
,6184.858,15,Juab District,Juab High,704,Exploring CS,11/14/2014,,,
,137283.626,31,Uintah District,Uintah High,704,Computer Science - Level 2,12/19/2014,,,
,210547.362,7,Davis District,Clearfield High,706,Computer Science - Level 2,1/12/2015,,,
,105728.196,35,Weber District,Fremont High,706,Multimedia,2/2/2015,,,
,23394.256,1,Alpine District,Timberline Middle,420,Exploring CS,3/10/2015,,,
,23700.092,4,Cache District,Green Canyon High School,703,Exploring CS,3/10/2015,,,
,170464.948,12,Granite District,Granite District,12,Exploring CS,3/10/2015,,,
,26994.266,14,Jordan District,Sunset Ridge Middle,416,Exploring CS,3/10/2015,,,
,176473.652,19,Nebo District,Springville High,712,Exploring CS,3/10/2015,,,
,174014.718,35,Weber District,Fremont High,706,Exploring CS,3/10/2015,,,
,105677.014,1B,Utah County Academy of Science,Utah County Academy of Science,700,Exploring CS,3/10/2015,,,
,183261.39,14,Jordan District,Copper Hills High,703,Multimedia,3/23/2015,,,
,183261.39,14,Jordan District,Copper Mountain Middle,419,Multimedia,3/23/2015,,,
,29971.3,36,Salt Lake District,Highland High,708,Exploring CS,4/8/2015,,,
,180161.582,12,Granite District,Granite Technical Institute,775,Computer Science - Level 2,4/13/2015,,,
,137273.578,30,Tooele District,Tooele Jr High,404,Exploring CS,4/13/2015,,,
,180161.582,12,Granite District,Granite Technical Institute,775,Web Development,4/13/2015,,,
,213150.422,1,Alpine District,Pleasant Grove High,716,Exploring CS,4/15/2015,,,
,182309.342,2C,Intech Collegiate High School,Intech Collegiate High School,600,A+ (Computer Repair/Maintenance),5/1/2015,,,
,182309.342,2C,Intech Collegiate High School,Intech Collegiate High School,600,Computer Science - Level 2,5/1/2015,,,
,182309.342,2C,Intech Collegiate High School,Intech Collegiate High School,600,Network+,5/1/2015,,,
,31765.182,36,Salt Lake District,West High,716,Introduction to Information Technology,5/13/2015,,,
,182969.998,14,Jordan District,West Jordan Middle,412,Multimedia,5/13/2015,,,
,31765.182,36,Salt Lake District,West High,716,Computer Science - Level 2,5/14/2015,,,
,174385.866,40,Murray District,Riverview Jr High,412,Introduction to Information Technology,5/14/2015,,,
,170464.948,12,Granite District,Granite District,12,Computer Science - Level 2,6/1/2015,,,
,26264.844,40,Murray District,Murray High,704,Web Development,7/2/2015,,,
,177101.024,1,Alpine District,Lehi High,708,Computer Programming,7/9/2015,,,
,177101.024,1,Alpine District,Skyridge High School,785,Computer Programming,7/9/2015,,,
,169500.968,42,Canyons District,Alta High,702,Exploring CS,7/22/2015,,,
,91451.244,1J,American International School of Utah,American International School of Utah,800,Computer Science - Level 2,8/12/2015,,,
,182850.992,19,Nebo District,Nebo Advanced Learning Center,747,Multimedia,8/14/2015,,,
,182850.992,19,Nebo District,Nebo Advanced Learning Center,747,Web Development,8/14/2015,,,
,178483.88,32,Wasatch District,Rocky Mountain Middle,310,Introduction to Information Technology,8/24/2015,,,
,178483.88,32,Wasatch District,Wasatch High,704,Introduction to Information Technology,8/24/2015,,,
,91451.244,1J,American International School of Utah,American International School of Utah,800,A+ (Computer Repair/Maintenance),8/25/2015,,,
,27962.956,19,Nebo District,Spanish Fork High,708,Web Development,8/25/2015,,,
,27962.956,19,Nebo District,Springville High,712,Web Development,8/25/2015,,,
,173669.318,3F,Venture Academy,Venture Academy,100,Multimedia,9/4/2015,,,
,148523.57,14,Jordan District,Oquirrh Hills Middle,409,Exploring CS,9/22/2015,,,
,176582.924,7,Davis District,Syracuse High,716,Computer Science - Level 2,9/23/2015,,,
,176582.924,7,Davis District,Syracuse High,716,Exploring CS,9/23/2015,,,
,176582.924,7,Davis District,Syracuse High,716,Introduction to Information Technology,9/23/2015,,,
,176582.924,7,Davis District,Syracuse High,716,Oracle (Database Development),9/23/2015,,,
,206258.75,42,Canyons District,Canyons Technical Education Center,740,Multimedia,9/28/2015,,,
,178583.732,32,Wasatch District,Wasatch High,704,Exploring CS,9/29/2015,,,
,31417.584,11,Grand District,Grand County High,704,Multimedia,9/29/2015,,,
,178583.732,32,Wasatch District,Wasatch High,704,Multimedia,9/29/2015,,,
,171340.066,42,Canyons District,Corner Canyon High,711,Multimedia,9/29/2015,,,
,31417.584,11,Grand District,Grand County High,704,Web Development,9/29/2015,,,
,170464.948,12,Granite District,Granite District,12,Computer Programming,10/1/2015,,,
,35892.712,8,Duchesne District,Roosevelt Jr High,404,Exploring CS,10/20/2015,,,
,171315.888,19,Nebo District,Mapleton Junior High,404,Introduction to Information Technology,10/20/2015,,,
,174426.372,18,Morgan District,Morgan High,704,Multimedia,10/20/2015,,,
,27276.552,14,Jordan District,Herriman High,707,Exploring CS,10/26/2015,,,
,181157.276,27,South Sanpete District,Gunnison Valley High,704,Multimedia,11/23/2015,,,
,181157.276,27,South Sanpete District,Manti High,708,Multimedia,11/23/2015,,,
,181157.276,27,South Sanpete District,South Sanpete District,27,Multimedia,11/23/2015,,,
,18441.848,19,Nebo District,Salem Hills High,706,Web Development,11/30/2015,,,
,72773,1,Alpine District,Skyridge High School,785,Exploring CS,7/27/2016,,,
,72773,1,Alpine District,Skyridge High School,785,Introduction to Information Technology,11/3/2016,,,
,73182,1,Alpine District,Mountain Ridge Jr High,410,Computer Science - Level 1,8/17/2017,,,
,73881,1,Alpine District,Summit High,730,Exploring CS,2/2/2016,,,
,82358,1,Alpine District,Lone Peak High,709,Exploring CS,8/22/2016,,,
,82358,1,Alpine District,Lone Peak High,709,Web Development,11/16/2017,,,
,188048,1,Alpine District,Willowcreek Middle,425,Exploring CS,1/5/2018,,,
,285494,1,Alpine District,Mountain View High,711,Exploring CS,12/14/2016,,,
,285494,1,Alpine District,Mountain View High,711,Web Development,1/18/2018,,,
,503288,1,Alpine District,Frontier Middle School,417,Exploring CS,2/10/2016,,,
,542089,1,Alpine District,Orem Jr High,414,Exploring CS,6/22/2016,,,
,572960,1,Alpine District,Timberline Middle,420,Multimedia,2/15/2017,,,
,572960,1,Alpine District,Timberline Middle,420,Exploring CS,8/17/2017,,,
,580802,1,Alpine District,Westlake High,789,Web Development,7/18/2017,,,
,584744,1,Alpine District,American Fork Jr High,404,Exploring CS,1/5/2018,,,
,611749,1,Alpine District,Polaris High School,782,Exploring CS,2/10/2016,,,
,678823,1,Alpine District,Pleasant Grove High,716,Linux,2/10/2016,,,
,678823,1,Alpine District,Pleasant Grove High,716,Computer Science - Level 2,10/4/2017,,,
,678823,1,Alpine District,Pleasant Grove High,716,Introduction to Information Technology,12/4/2017,,,
,681975,1,Alpine District,Vista Heights Middle,490,Multimedia,7/21/2017,,,
,690284,1,Alpine District,American Fork High,704,Computer Science - Level 1,3/7/2018,,,
,690284,1,Alpine District,American Fork High,704,Computer Science - Level 2,3/7/2018,,,
,712672,1,Alpine District,Mountain View High,711,Computer Science - Level 1,11/27/2017,,,
,712672,1,Alpine District,Mountain View High,711,Computer Science - Level 2,11/27/2017,,,
,712672,1,Alpine District,Mountain View High,711,Introduction to Information Technology,11/27/2017,,,
,712672,1,Alpine District,Mountain View High,711,Multimedia,11/27/2017,,,
,712672,1,Alpine District,Mountain View High,711,Web Development,11/27/2017,,,
,548961,2,Beaver District,Beaver High,704,GIS,3/16/2016,,,
,573623,2,Beaver District,Beaver High,704,Introduction to Information Technology,4/21/2017,,,
,296701,3,Box Elder District,Box Elder High,708,Computer Science - Level 1,6/1/2017,,,
,296701,3,Box Elder District,Box Elder Middle,408,Computer Science - Level 1,6/1/2017,,,
,712674,3,Box Elder District,Box Elder High,708,Computer Science - Level 1,11/29/2017,,,
,712674,3,Box Elder District,Box Elder High,708,Computer Science - Level 2,11/29/2017,,,
,75478,4,Cache District,Green Canyon High School,703,Introduction to Information Technology,1/28/2016,,,
,75743,4,Cache District,Ridgeline High School,705,Exploring CS,2/2/2017,,,
,150965,4,Cache District,Mountain Crest High,702,Exploring CS,3/1/2017,,,
,463021,4,Cache District,Sky View High,706,Exploring CS,4/12/2018,,,
,488375,4,Cache District,Mountain Crest High,702,Exploring CS,9/29/2016,,,
,569827,4,Cache District,Sky View High,706,Exploring CS,4/12/2018,,,
,581717,4,Cache District,Green Canyon High School,703,Exploring CS,7/21/2017,,,
,71831,7,Davis District,North Davis Jr High,412,Exploring CS,4/11/2016,,,
,76473,7,Davis District,Northridge High,711,Multimedia,2/8/2017,,,
,100639,7,Davis District,Mueller Park Jr High,413,Exploring CS,8/11/2016,,,
,150933,7,Davis District,Woods Cross High,714,Exploring CS,2/15/2017,,,
,533189,7,Davis District,South Davis Jr High,416,Computer Science - Level 2,3/21/2018,,,
,533189,7,Davis District,South Davis Jr High,416,Exploring CS,3/21/2018,,,
,533189,7,Davis District,South Davis Jr High,416,Introduction to Information Technology,3/21/2018,,,
,547100,7,Davis District,North Davis Jr High,412,Exploring CS,4/21/2017,,,
,547100,7,Davis District,North Davis Jr High,412,Computer Science - Level 1,6/22/2017,,,
,549188,7,Davis District,Layton High,710,Exploring CS,2/10/2016,,,
,553893,7,Davis District,Woods Cross High,714,Multimedia,10/4/2017,,,
,562366,7,Davis District,Syracuse High,716,Computer Science - Level 2,3/12/2018,,,
,562366,7,Davis District,Syracuse High,716,Exploring CS,3/12/2018,,,
,562366,7,Davis District,Syracuse High,716,Introduction to Information Technology,3/12/2018,,,
,562366,7,Davis District,Syracuse High,716,Oracle (Database Development),3/12/2018,,,
,573428,7,Davis District,Clearfield High,706,Multimedia,1/28/2016,,,
,682430,7,Davis District,Northridge High,711,Computer Science - Level 2,10/2/2017,,,
,682430,7,Davis District,Northridge High,711,Exploring CS,10/2/2017,,,
,79736,9,Emery District,Emery High,706,Computer Science - Level 1,2/16/2018,,,
,10259,10,Garfield District,Panguitch High,712,Introduction to Information Technology,5/11/2016,,,
,10259,10,Garfield District,Panguitch Middle,304,Introduction to Information Technology,5/11/2016,,,
,79855,10,Garfield District,Bryce Valley High,704,Exploring CS,9/26/2016,,,
,79855,10,Garfield District,Bryce Valley High,704,Introduction to Information Technology,9/26/2016,,,
,9110,12,Granite District,Hunter High,710,Exploring CS,8/17/2017,,,
,14125,12,Granite District,Hunter Jr High,418,Exploring CS,11/2/2017,,,
,51846,12,Granite District,Bennion Jr High,400,Exploring CS,5/12/2016,,,
,67831,12,Granite District,Olympus Jr High,424,Exploring CS,4/21/2017,,,
,79287,12,Granite District,Churchill Jr High,410,Exploring CS,3/21/2018,,,
,80001,12,Granite District,Bennion Jr High,400,Exploring CS,2/10/2016,,,
,80678,12,Granite District,Eisenhower Jr High,411,Exploring CS,2/10/2016,,,
,81454,12,Granite District,Granite District,12,Multimedia,7/26/2017,,,
,82686,12,Granite District,Eisenhower Jr High,411,Exploring CS,1/5/2018,,,
,83584,12,Granite District,Evergreen Jr High,412,Exploring CS,10/4/2017,,,
,83777,12,Granite District,Granite District,12,Exploring CS,10/4/2017,,,
,101297,12,Granite District,Hunter High,710,Exploring CS,10/4/2017,,,
,101297,12,Granite District,Hunter High,710,Computer Science - Level 2,11/16/2017,,,
,513282,12,Granite District,Skyline High,718,Exploring CS,5/5/2016,,,
,547587,12,Granite District,Granger High,708,Computer Science - Level 2,5/8/2017,,,
,547587,12,Granite District,Granger High,708,Multimedia,5/8/2017,,,
,552606,12,Granite District,Hunter High,710,Computer Science - Level 2,10/11/2016,,,
,552606,12,Granite District,Hunter High,710,Exploring CS,10/11/2017,,,
,557675,12,Granite District,Cottonwood High,702,Exploring CS,1/5/2016,,,
,563282,12,Granite District,Taylorsville High,722,Exploring CS,4/21/2017,,,
,657032,12,Granite District,Olympus High,716,Exploring CS,8/11/2016,,,
,657032,12,Granite District,Olympus High,716,Computer Science - Level 1,10/4/2017,,,
,6642,13,Iron District,Canyon View Middle,308,Exploring CS,4/21/2017,,,
,83954,13,Iron District,Southwest Educational Academy,750,Introduction to Information Technology,6/20/2016,,,
,91978,13,Iron District,Parowan High,708,Introduction to Information Technology,8/15/2016,,,
,13672,14,Jordan District,West Hills Middle,414,Exploring CS,2/15/2017,,,
,57652,14,Jordan District,Copper Mountain Middle,419,Exploring CS,5/5/2016,,,
,84892,14,Jordan District,Herriman High,707,Computer Science - Level 1,10/4/2017,,,
,296747,14,Jordan District,Joel P. Jensen Middle,406,Exploring CS,2/10/2016,,,
,540142,14,Jordan District,South Jordan Middle,411,Exploring CS,1/28/2016,,,
,540142,14,Jordan District,South Jordan Middle,411,Computer Science - Level 2,2/2/2017,,,
,563620,14,Jordan District,Copper Hills High,703,Computer Science - Level 1,3/14/2018,,,
,563620,14,Jordan District,Copper Hills High,703,Computer Science - Level 2,3/14/2018,,,
,563620,14,Jordan District,Copper Hills High,703,Exploring CS,3/14/2018,,,
,566473,14,Jordan District,Herriman High,707,Multimedia,9/29/2016,,,
,568821,14,Jordan District,Bingham High,704,Computer Science - Level 1,4/21/2017,,,
,581329,14,Jordan District,Oquirrh Hills Middle,409,Exploring CS,3/7/2018,,,
,679914,14,Jordan District,West Jordan Middle,412,Multimedia,7/21/2017,,,
,685222,14,Jordan District,Riverton High,710,Exploring CS,3/6/2017,,,
,685222,14,Jordan District,Riverton High,710,Multimedia,8/17/2017,,,
,689054,14,Jordan District,Bingham High,704,Multimedia,9/27/2017,,,
,689054,14,Jordan District,Bingham High,704,Web Development,9/27/2017,,,
,683798,16,Kane District,Valley High,708,Introduction to Information Technology,6/20/2016,,,
,683798,16,Kane District,Valley High,708,Exploring CS,12/5/2017,,,
,683798,16,Kane District,Valley High,708,Web Development,4/12/2018,,,
,88134,17,Millard District,Delta Middle,311,Exploring CS,11/3/2016,,,
,88230,17,Millard District,Delta High,704,Introduction to Information Technology,6/30/2016,,,
,88278,17,Millard District,Delta High,704,Exploring CS,3/16/2017,,,
,99209,17,Millard District,Eskdale High,712,Introduction to Information Technology,6/20/2016,,,
,682831,18,Morgan District,Morgan High,704,Computer Science - Level 1,11/2/2017,,,
,682831,18,Morgan District,Morgan High,704,Exploring CS,11/2/2017,,,
,682831,18,Morgan District,Morgan High,704,Introduction to Information Technology,11/2/2017,,,
,682831,18,Morgan District,Morgan High,704,Multimedia,11/2/2017,,,
,58732,19,Nebo District,Salem Hills High,706,Exploring CS,2/21/2017,,,
,89401,19,Nebo District,Spanish Fork High,708,Exploring CS,2/21/2017,,,
,239779,19,Nebo District,Spanish Fork Jr High,420,Exploring CS,1/5/2016,,,
,264913,19,Nebo District,Payson Jr High,408,Exploring CS,3/1/2017,,,
,416984,19,Nebo District,Spanish Fork High,708,Exploring CS,3/1/2017,,,
,533245,19,Nebo District,Diamond Fork Junior High,402,Exploring CS,5/5/2016,,,
,562309,19,Nebo District,Mt. Nebo Junior High,406,Exploring CS,8/17/2017,,,
,563364,19,Nebo District,Salem Junior High,416,Exploring CS,2/9/2016,,,
,573213,19,Nebo District,Springville High,712,Exploring CS,3/1/2017,,,
,573213,19,Nebo District,Springville High,712,Multimedia,3/3/2017,,,
,573213,19,Nebo District,Springville High,712,Web Development,6/7/2017,,,
,577051,19,Nebo District,Payson High,704,Multimedia,6/22/2016,,,
,578652,19,Nebo District,Salem Hills High,706,Multimedia,11/16/2017,,,
,171967,22,Park City District,Ecker Hill Middle,308,Multimedia,10/27/2016,,,
,171967,22,Park City District,Park City High,704,Multimedia,10/27/2016,,,
,685160,22,Park City District,Park City High,704,Computer Science - Level 2,9/26/2016,,,
,685160,22,Park City District,Treasure Mtn. Junior High School,304,Computer Science - Level 2,9/26/2016,,,
,685160,22,Park City District,Park City High,704,Exploring CS,7/21/2017,,,
,685160,22,Park City District,Treasure Mtn. Junior High School,304,Exploring CS,7/21/2017,,,
,540518,25,San Juan District,Monticello High,704,Multimedia,6/22/2016,,,
,540518,25,San Juan District,Monticello High,704,Exploring CS,2/22/2018,,,
,540518,25,San Juan District,Monticello High,704,Web Development,2/22/2018,,,
,188220,26,Sevier District,Sevier Career and Technical Education Center,600,Multimedia,4/6/2016,,,
,188220,26,Sevier District,South Sevier High,712,Multimedia,4/6/2016,,,
,576934,27,South Sanpete District,Gunnison Valley High,704,Computer Science - Level 1,9/1/2016,,,
,576934,27,South Sanpete District,Manti High,708,Computer Science - Level 1,9/1/2016,,,
,576934,27,South Sanpete District,South Sanpete District,27,Computer Science - Level 1,9/1/2016,,,
,576934,27,South Sanpete District,Gunnison Valley High,704,Computer Science - Level 2,9/1/2016,,,
,576934,27,South Sanpete District,Manti High,708,Computer Science - Level 2,9/1/2016,,,
,576934,27,South Sanpete District,South Sanpete District,27,Computer Science - Level 2,9/1/2016,,,
,576934,27,South Sanpete District,Gunnison Valley High,704,Exploring CS,9/1/2016,,,
,576934,27,South Sanpete District,Manti High,708,Exploring CS,9/1/2016,,,
,576934,27,South Sanpete District,South Sanpete District,27,Exploring CS,9/1/2016,,,
,7362,30,Tooele District,Tooele High,712,Exploring CS,7/27/2016,,,
,7362,30,Tooele District,Tooele High,712,Web Development,3/7/2018,,,
,213893,30,Tooele District,Stansbury High,720,Exploring CS,11/16/2017,,,
,213893,30,Tooele District,Stansbury High,720,Introduction to Information Technology,11/16/2017,,,
,565830,30,Tooele District,Blue Peak High,740,Exploring CS,4/4/2017,,,
,565830,30,Tooele District,Blue Peak High,740,Computer Science - Level 1,5/23/2017,,,
,565830,30,Tooele District,Blue Peak High,740,Computer Science - Level 2,3/21/2018,,,
,575003,30,Tooele District,Tooele High,712,Introduction to Information Technology,8/11/2016,,,
,662797,30,Tooele District,Tooele Community Learning Center,730,A+ (Computer Repair/Maintenance),6/21/2017,,,
,662797,30,Tooele District,Tooele Community Learning Center,730,Linux,6/21/2017,,,
,662797,30,Tooele District,Tooele Community Learning Center,730,Network+,6/21/2017,,,
,683800,30,Tooele District,Stansbury High,720,Exploring CS,3/21/2018,,,
,683800,30,Tooele District,Wendover High,714,Exploring CS,3/21/2018,,,
,311662,31,Uintah District,Uintah High,704,Exploring CS,7/21/2017,,,
,43232,33,Washington District,Dixie High,704,Exploring CS,2/2/2016,,,
,91766,33,Washington District,Hurricane High,716,Introduction to Information Technology,6/8/2016,,,
,171977,33,Washington District,Enterprise High,712,Introduction to Information Technology,8/12/2016,,,
,177497,33,Washington District,Desert Hills High,703,Web Development,3/16/2016,,,
,177497,33,Washington District,Desert Hills High,703,Security,3/21/2018,,,
,427490,33,Washington District,Pine View High,720,Exploring CS,8/11/2016,,,
,427490,33,Washington District,Utah Online 7-12,500,Exploring CS,8/11/2016,,,
,685929,33,Washington District,Pine View Middle,420,Computer Science - Level 2,7/18/2017,,,
,68416,35,Weber District,South Ogden Jr High,408,Exploring CS,7/27/2016,,,
,93519,35,Weber District,North Ogden Jr High,402,Exploring CS,8/17/2017,,,
,96437,35,Weber District,Snowcrest Jr High,412,Exploring CS,8/11/2016,,,
,296972,35,Weber District,Roy High,708,Exploring CS,5/5/2016,,,
,296972,35,Weber District,Weber Innovation High School,725,Exploring CS,5/5/2016,,,
,296972,35,Weber District,Weber Online K-6,199,Exploring CS,5/5/2016,,,
,463207,35,Weber District,Fremont High,706,Computer Science - Level 2,4/13/2017,,,
,463207,35,Weber District,Roy High,708,Computer Science - Level 2,4/13/2017,,,
,463207,35,Weber District,Weber High,704,Computer Science - Level 2,4/13/2017,,,
,463207,35,Weber District,Weber Innovation High School,725,Computer Science - Level 2,4/13/2017,,,
,463207,35,Weber District,Fremont High,706,Exploring CS,4/13/2017,,,
,463207,35,Weber District,Roy High,708,Exploring CS,4/13/2017,,,
,463207,35,Weber District,Weber High,704,Exploring CS,4/13/2017,,,
,463207,35,Weber District,Weber Innovation High School,725,Exploring CS,4/13/2017,,,
,488205,35,Weber District,Bonneville High,701,Exploring CS,4/2/2018,,,
,488205,35,Weber District,Fremont High,706,Exploring CS,4/2/2018,,,
,488205,35,Weber District,Roy High,708,Exploring CS,4/2/2018,,,
,488205,35,Weber District,Weber High,704,Exploring CS,4/2/2018,,,
,488205,35,Weber District,Weber Online K-6,199,Exploring CS,4/2/2018,,,
,548287,35,Weber District,Roy Jr High,404,Exploring CS,2/16/2018,,,
,569458,35,Weber District,Weber High,704,Computer Science - Level 2,9/20/2017,,,
,569458,35,Weber District,Weber Online K-6,199,Computer Science - Level 2,9/20/2017,,,
,569458,35,Weber District,Weber High,704,Web Development,9/20/2017,,,
,569458,35,Weber District,Weber Online K-6,199,Web Development,9/20/2017,,,
,682513,35,Weber District,Bonneville High,701,Computer Science - Level 2,4/13/2017,,,
,682513,35,Weber District,Fremont High,706,Computer Science - Level 2,4/13/2017,,,
,682513,35,Weber District,North Ogden Jr High,402,Computer Science - Level 2,4/13/2017,,,
,682513,35,Weber District,Orion Jr High,405,Computer Science - Level 2,4/13/2017,,,
,682513,35,Weber District,Rocky Mountain Jr High,403,Computer Science - Level 2,4/13/2017,,,
,682513,35,Weber District,Roy High,708,Computer Science - Level 2,4/13/2017,,,
,682513,35,Weber District,Roy Jr High,404,Computer Science - Level 2,4/13/2017,,,
,682513,35,Weber District,Sand Ridge Jr High,406,Computer Science - Level 2,4/13/2017,,,
,682513,35,Weber District,Snowcrest Jr High,412,Computer Science - Level 2,4/13/2017,,,
,682513,35,Weber District,South Ogden Jr High,408,Computer Science - Level 2,4/13/2017,,,
,682513,35,Weber District,T.H. Bell Jr High,410,Computer Science - Level 2,4/13/2017,,,
,682513,35,Weber District,Wahlquist Jr High,416,Computer Science - Level 2,4/13/2017,,,
,682513,35,Weber District,Weber High,704,Computer Science - Level 2,4/13/2017,,,
