,person_id,district_nbr,LEA,school_name,school_nbr,cert_endo_degree_desc,endo_receive_date,,,
,9627.868,14,Jordan District,Valley High School,716,Computer Science - Level 2,10/30/1991,,,
,25008.53,9,Emery District,Emery High,706,Computer Science - Level 2,5/30/1992,,,
,958.956,1,Alpine District,Mountain Ridge Jr High,410,Computer Science - Level 2,7/30/1992,,,
,19355.274,38,Provo District,Dixon Middle,408,Computer Science - Level 2,7/30/1992,,,
,19355.274,38,Provo District,Independence High,730,Computer Science - Level 2,7/30/1992,,,
,1262.594,38,Provo District,Provo High,704,Computer Science - Level 2,8/30/1992,,,
,24800.976,7,Davis District,Davis District,7,Computer Science - Level 2,8/30/1992,,,
,15764.684,1,Alpine District,Lone Peak High,709,Computer Science - Level 2,10/30/1992,,,
,29390.4,35,Weber District,Weber High,704,Computer Science - Level 2,3/30/1993,,,
,8662.004,8C,Mountainville Academy,Mountainville Academy,100,Computer Science - Level 2,8/30/1993,,,
,23467.732,3,Box Elder District,Box Elder Middle,408,Computer Science - Level 2,9/30/1993,,,
,26264.844,40,Murray District,Murray High,704,Computer Science - Level 2,9/30/1993,,,
,26518.556,1,Alpine District,Oak Canyon Jr High,412,Computer Science - Level 2,9/30/1993,,,
,26736.158,30,Tooele District,Tooele Jr High,404,Computer Science - Level 2,10/30/1993,,,
,29051.594,33,Washington District,Pine View High,720,Computer Science - Level 2,10/30/1993,,,
,24165.126,7,Davis District,Layton High,710,Computer Science - Level 2,3/30/1994,,,
,28917.516,33,Washington District,Pine View High,720,Computer Science - Level 2,3/30/1994,,,
,30197.066,37,Ogden City District,Ogden High,707,Computer Science - Level 2,9/30/1994,,,
,21366.444,1,Alpine District,Lehi High,708,Computer Science - Level 2,10/30/1994,,,
,26108.786,12,Granite District,Cyprus High,704,Computer Science - Level 2,10/30/1994,,,
,23961.34,7,Davis District,Syracuse High,716,Computer Science - Level 2,11/30/1994,,,
,28789.718,76,Northeastern Utah Ed. Serv.,Northeastern Utah Ed. Serv.,76,Computer Programming,7/30/1995,,,
,279.774,4,Cache District,Spring Creek Middle School,330,Computer Science - Level 2,7/30/1995,,,
,28867.59,33,Washington District,Desert Hills High,703,Computer Science - Level 2,7/30/1995,,,
,24680.4,7,Davis District,Woods Cross High,714,Computer Science - Level 2,9/30/1995,,,
,24297.634,7,Davis District,Tolman School,172,Computer Science - Level 2,10/30/1995,,,
,26031.542,12,Granite District,Cyprus High,704,Computer Science - Level 2,10/30/1995,,,
,30539.326,38,Provo District,Provo District,38,Computer Science - Level 2,10/30/1995,,,
,27585.528,12,Granite District,Granite District,12,Computer Science - Level 2,11/30/1995,,,
,27826.052,19,Nebo District,Springville High,712,Computer Science - Level 2,11/30/1995,,,
,30295.662,7,Davis District,Syracuse High,716,Computer Science - Level 2,11/30/1995,,,
,20076.218,38,Provo District,Timpview High,712,Computer Science - Level 2,12/30/1995,,,
,9059.842,12,Granite District,Gearld Wright School,131,Computer Science - Level 2,1/30/1996,,,
,13974.256,12,Granite District,Bennion Jr High,400,Computer Science - Level 2,3/30/1996,,,
,28975.606,33,Washington District,Snow Canyon High,725,Computer Science - Level 2,3/30/1996,,,
,29063.526,33,Washington District,Hurricane Middle,408,Computer Science - Level 2,3/30/1996,,,
,29276.732,7,Davis District,Davis District,7,Computer Science - Level 2,7/30/1996,,,
,28141.622,21,North Summit District,North Summit High,704,Computer Science - Level 2,8/30/1996,,,
,28973.722,33,Washington District,Hurricane High,716,Computer Science - Level 2,8/30/1996,,,
,25653.8,12,Granite District,Evergreen Jr High,412,Computer Science - Level 2,9/30/1996,,,
,28383.716,22,Park City District,Park City High,704,Computer Science - Level 2,9/30/1996,,,
,22263.542,12,Granite District,Youth Educational Support School,501,Computer Science - Level 2,6/30/1997,,,
,28116.188,20,North Sanpete District,North Sanpete Middle,404,Computer Science - Level 2,6/30/1997,,,
,17938.192,9E,Providence Hall,Providence Hall,100,Computer Science - Level 2,7/30/1997,,,
,23317.64,1,Alpine District,Lone Peak High,709,Computer Science - Level 2,7/30/1997,,,
,23281.216,1,Alpine District,Pleasant Grove High,716,Computer Science - Level 2,10/30/1997,,,
,28501.466,12,Granite District,Hunter High,710,Multi-media Academies,10/30/1997,,,
,28495.814,19,Nebo District,Mt. Nebo Junior High,406,Multi-media Academies,10/30/1997,,,
,28250.266,24,Rich District,Rich High,708,Multi-media Academies,10/30/1997,,,
,28659.722,31,Uintah District,Ashley Valley Educ. Ctr.,750,Multi-media Academies,10/30/1997,,,
,28991.934,33,Washington District,Dixie Middle,404,Multi-media Academies,10/30/1997,,,
,9988.34,38,Provo District,Provo High,704,Multi-media Academies,10/30/1997,,,
,28789.718,76,Northeastern Utah Ed. Serv.,Northeastern Utah Ed. Serv.,76,Multi-media Academies,10/30/1997,,,
,28715.928,3,Box Elder District,Box Elder District,3,Certified Novell Administrator (CNA),11/30/1997,,,
,26104.076,12,Granite District,Hunter High,710,Certified Novell Administrator (CNA),11/30/1997,,,
,28314.008,25,San Juan District,Monticello High,704,Certified Novell Administrator (CNA),11/30/1997,,,
,28789.718,76,Northeastern Utah Ed. Serv.,Northeastern Utah Ed. Serv.,76,Certified Novell Administrator (CNA),11/30/1997,,,
,30767.918,14,Jordan District,Herriman High,707,Computer Science - Level 2,2/28/1998,,,
,29390.4,35,Weber District,Weber High,704,Certified Novell Administrator (CNA),4/30/1998,,,
,24471.276,7,Davis District,Davis District,7,Computer Programming,4/30/1998,,,
,19691.568,36,Salt Lake District,Highland High,708,Computer Science - Level 2,4/30/1998,,,
,30874.992,4,Cache District,South Cache Middle School,410,Certified Novell Administrator (CNA),5/30/1998,,,
,29390.4,35,Weber District,Weber High,704,Computer Programming,5/30/1998,,,
,28975.606,33,Washington District,Snow Canyon High,725,Certified Novell Administrator (CNA),9/30/1998,,,
,21357.966,3,Box Elder District,Bear River High,704,Multi-media Academies,9/30/1998,,,
,28975.606,33,Washington District,Snow Canyon High,725,Computer Programming,10/30/1998,,,
,11055.312,28,South Summit District,South Summit High,704,Computer Science - Level 2,10/30/1998,,,
,15130.09,27,South Sanpete District,Manti High,708,Computer Science - Level 2,3/30/1999,,,
,24395.916,A1,No. UT. Acad. for Math Engineering & Science,No. UT. Acad. for Math Engineering & Science,700,Computer Science - Level 2,3/30/1999,,,
,29114.08,33,Washington District,Enterprise High,712,Computer Science - Level 2,3/30/1999,,,
,24471.276,7,Davis District,Davis District,7,Multi-media Academies,3/30/1999,,,
,26985.16,42,Canyons District,Jordan High,708,Computer Science - Level 2,6/30/1999,,,
,21366.444,1,Alpine District,Lehi High,708,Computer Science - Level 2,7/16/1999,,,
,5945.276,14,Jordan District,Copper Hills High,703,Computer Science - Level 2,9/3/1999,,,
,28141.622,21,North Summit District,North Summit High,704,Computer Programming,10/6/1999,,,
,27839.868,19,Nebo District,Nebo District,19,Multimedia,10/22/1999,,,
,27853.37,19,Nebo District,Spanish Fork Jr High,420,Computer Science - Level 2,11/4/1999,,,
,26653.89,42,Canyons District,Hillcrest High,706,Certified Novell Administrator (CNA),1/19/2000,,,
,28813.582,32,Wasatch District,Wasatch High,704,Multimedia,1/19/2000,,,
,29923.258,36,Salt Lake District,West High,716,Multimedia,1/19/2000,,,
,28789.718,76,Northeastern Utah Ed. Serv.,Northeastern Utah Ed. Serv.,76,Multimedia,1/19/2000,,,
,26597.37,8B,American Leadership Academy,American Leadership Academy,100,Multimedia,1/19/2000,,,
,19691.568,36,Salt Lake District,Highland High,708,Computer Science - Level 2,2/14/2000,,,
,9066.436,42,Canyons District,Canyons Technical Education Center,740,Computer Science - Level 2,2/23/2000,,,
,27276.552,14,Jordan District,Herriman High,707,Computer Programming,2/24/2000,,,
,31726.874,33,Washington District,Enterprise High,712,Computer Science - Level 2,4/4/2000,,,
,23916.438,5,Carbon District,Carbon High,704,Multimedia,6/20/2000,,,
,24618.856,7,Davis District,Mountain High,730,Multimedia,6/20/2000,,,
,22897.194,1,Alpine District,Oak Canyon Jr High,412,Multimedia,7/11/2000,,,
,22917.29,1,Alpine District,Orem High,712,Multimedia,7/11/2000,,,
,22869.248,1,Alpine District,Pleasant Grove High,716,Multimedia,7/11/2000,,,
,22825.602,1,Alpine District,Timpanogos High,718,Multimedia,7/11/2000,,,
,23587.366,3,Box Elder District,Bear River High,704,Multimedia,7/11/2000,,,
,23539.638,3,Box Elder District,Box Elder High,708,Multimedia,7/11/2000,,,
,24300.146,7,Davis District,Davis District,7,Multimedia,7/11/2000,,,
,25892.754,12,Granite District,Cottonwood High,702,Multimedia,7/11/2000,,,
,22896.88,14,Jordan District,Herriman High,707,Multimedia,7/11/2000,,,
,4048.088,25,San Juan District,Albert R. Lyman Middle,308,Multimedia,7/11/2000,,,
,3817.926,33,Washington District,Pine View Middle,420,Multimedia,7/11/2000,,,
,26656.088,14,Jordan District,Herriman High,707,Certified Novell Administrator (CNA),8/15/2000,,,
,26849.512,14,Jordan District,Copper Hills High,703,A+ (Computer Repair/Maintenance),8/18/2000,,,
,26849.512,14,Jordan District,Copper Hills High,703,Certified Novell Administrator (CNA),8/18/2000,,,
,25300.55,12,Granite District,Cyprus High,704,Multimedia,9/13/2000,,,
,31615.404,FC,Utah Catholic Schools,Judge Memorial Catholic High,959,A+ (Computer Repair/Maintenance),9/20/2000,,,
,28495.814,19,Nebo District,Mt. Nebo Junior High,406,Multimedia,10/16/2000,,,
,21357.966,3,Box Elder District,Bear River High,704,Multimedia,10/31/2000,,,
,28659.722,31,Uintah District,Ashley Valley Educ. Ctr.,750,Multimedia,10/31/2000,,,
,27962.956,19,Nebo District,Spanish Fork High,708,Certified Novell Administrator (CNA),11/6/2000,,,
,27962.956,19,Nebo District,Springville High,712,Certified Novell Administrator (CNA),11/6/2000,,,
,28813.582,32,Wasatch District,Wasatch High,704,Certified Novell Administrator (CNA),11/29/2000,,,
,17695.47,3,Box Elder District,Bear River Middle,404,Computer Science - Level 2,12/19/2000,,,
,55734.058,33,Washington District,Desert Hills High,703,A+ (Computer Repair/Maintenance),1/5/2001,,,
,27962.956,19,Nebo District,Spanish Fork High,708,Computer Programming,1/31/2001,,,
,27962.956,19,Nebo District,Springville High,712,Computer Programming,1/31/2001,,,
,55624.472,8,Duchesne District,Duchesne District,8,Multimedia,1/31/2001,,,
,26985.16,42,Canyons District,Jordan High,708,Computer Programming,2/8/2001,,,
,55793.718,38,Provo District,Timpview High,712,Computer Science - Level 2,2/23/2001,,,
,24680.4,7,Davis District,Woods Cross High,714,Computer Programming,4/20/2001,,,
,26480.562,14,Jordan District,Jordan District,14,Multimedia,4/20/2001,,,
,55734.058,33,Washington District,Desert Hills High,703,Network+,4/20/2001,,,
,59047.072,1,Alpine District,Willowcreek Middle,425,Microsoft Certified Professional (MCP),4/26/2001,,,
,25183.428,12,Granite District,Olympus High,716,Computer Programming,5/24/2001,,,
,26264.844,40,Murray District,Murray High,704,Computer Programming,5/24/2001,,,
,31615.404,FC,Utah Catholic Schools,Judge Memorial Catholic High,959,Computer Programming,5/24/2001,,,
,31616.66,36,Salt Lake District,East High,704,Computer Programming,6/22/2001,,,
,22831.568,1,Alpine District,Lehi Jr High,408,Multimedia,8/8/2001,,,
,22831.568,1,Alpine District,Skyridge High School,785,Multimedia,8/8/2001,,,
,25293.642,12,Granite District,Granite Technical Institute,775,Multimedia,8/8/2001,,,
,45646.494,12,Granite District,Granite Technical Institute,775,Multimedia,8/8/2001,,,
,4688.02,12,Granite District,John F. Kennedy Jr High,422,Multimedia,8/8/2001,,,
,30797.12,14,Jordan District,Copper Hills High,703,Multimedia,8/8/2001,,,
,31152.254,34,Wayne District,Wayne District,34,Multimedia,8/8/2001,,,
,30232.234,37,Ogden City District,Ben Lomond High,703,Multimedia,8/8/2001,,,
,30085.91,37,Ogden City District,George Washington High,729,Multimedia,8/8/2001,,,
,30085.91,37,Ogden City District,Ogden High,707,Multimedia,8/8/2001,,,
,24395.916,A1,No. UT. Acad. for Math Engineering & Science,No. UT. Acad. for Math Engineering & Science,700,Certified Novell Administrator (CNA),8/17/2001,,,
,24395.916,A1,No. UT. Acad. for Math Engineering & Science,No. UT. Acad. for Math Engineering & Science,700,Computer Programming,8/17/2001,,,
,24471.276,7,Davis District,Davis District,7,Multimedia,8/17/2001,,,
,28143.506,28,South Summit District,South Summit Middle,304,Multimedia,8/30/2001,,,
,5945.276,14,Jordan District,Copper Hills High,703,Computer Programming,10/9/2001,,,
,28991.934,33,Washington District,Dixie Middle,404,Microsoft Certified Professional (MCP),10/9/2001,,,
,68767.57,14,Jordan District,Fort Herriman Middle,417,A+ (Computer Repair/Maintenance),10/24/2001,,,
,68767.57,14,Jordan District,Fort Herriman Middle,417,Microsoft Certified Professional (MCP),10/24/2001,,,
,24165.126,7,Davis District,Layton High,710,Computer Programming,11/16/2001,,,
,24279.422,7,Davis District,Centerville School,116,Multimedia,11/16/2001,,,
,24279.422,7,Davis District,Orchard School,147,Multimedia,11/16/2001,,,
,2596.466,7,Davis District,Legacy Jr High,424,Multimedia,11/19/2001,,,
,55808.162,30,Tooele District,Stansbury High,720,Computer Science - Level 2,11/26/2001,,,
,37598.674,40,Murray District,Murray High,704,Computer Science - Level 2,1/28/2002,,,
,23848.928,5,Carbon District,Carbon High,704,Computer Programming,3/18/2002,,,
,68758.15,30,Tooele District,Tooele Jr High,404,Multimedia,3/20/2002,,,
,23273.68,1,Alpine District,Westlake High,789,Certified Novell Administrator (CNA),6/3/2002,,,
,84744.832,38,Provo District,Provo High,704,Computer Programming,7/30/2002,,,
,84744.832,38,Provo District,Provo High,704,Computer Programming,7/30/2002,,,
,22751.498,1,Alpine District,Timberline Middle,420,Multimedia,7/30/2002,,,
