school_year,district_id,school_number,core_code,grade_level,Student enrollment
2016,1050,708,35020000060,11,12
2016,1050,708,35020013030,11,11
2016,1050,708,35020013035,11,1
2016,1107,708,35020000007,11,1
2016,1107,708,35020000030,11,8
2016,1107,708,35020000040,11,1
2016,1107,708,35020000045,11,12
2016,1107,708,35020000048,11,3
2016,186056,708,35020000030,11,15
2016,186056,708,35020000040,11,3
2016,186056,708,35020000045,11,1
2016,186056,708,35020000048,11,7
2016,186056,708,35020013030,11,4
2016,186056,708,35020013037,11,7
2016,186056,708,35020013040,11,7
2016,122,708,35020000030,12,33
2016,122,708,35020000040,12,21
2016,122,708,35020013030,12,13
2016,122,708,35020013040,12,6
2016,308,708,35020000060,12,4
2016,308,708,35020013040,12,1
2016,456,708,35020000007,12,2
2016,480,708,35020000007,12,5
2016,480,708,35020000045,12,2
2016,900,708,35020000007,12,19
2016,921,708,35020000007,12,8
2016,921,708,35020000030,12,7
2016,1050,708,35020000007,12,2
2016,1050,708,35020000030,12,32
2016,1050,708,35020000035,12,2
2016,1050,708,35020000048,12,1
2016,1050,708,35020000060,12,16
2016,1050,708,35020013030,12,11
2016,1107,708,35020000030,12,4
2016,1107,708,35020000040,12,2
2016,1107,708,35020000045,12,6
2016,1107,708,35020000048,12,1
2016,186056,708,35020000030,12,18
2016,186056,708,35020000040,12,1
2016,186056,708,35020000045,12,11
2016,186056,708,35020000048,12,7
2016,186056,708,35020013030,12,7
2016,186056,708,35020013037,12,6
2016,186056,708,35020013040,12,7
2017,480,708,35020000007,9,92
2017,480,708,35020000045,9,139
2017,772,708,35020000007,9,20
2017,921,708,35020000030,9,4
2017,921,708,35020000045,9,11
2017,921,708,35020000048,9,19
2017,1107,708,35020000007,9,52
2017,1107,708,35020000030,9,9
2017,1107,708,35020000045,9,30
2017,1107,708,35020000048,9,8
2017,186056,708,35020000007,9,23
2017,122,708,35020000030,10,25
2017,122,708,35020013030,10,10
2017,308,708,35020000007,10,12
2017,480,708,35020000007,10,59
2017,480,708,35020000030,10,12
2017,480,708,35020000045,10,50
2017,800,708,35020000007,10,208
2017,800,708,35020000008,10,1
2017,900,708,35020000007,10,32
2017,921,708,35020000034,10,1
2017,921,708,35020000045,10,4
2017,921,708,35020000048,10,7
2017,1050,708,35020000007,10,20
2017,1050,708,35020000030,10,24
2017,1050,708,35020000060,10,12
2017,1050,708,35020013030,10,5
2017,1107,708,35020000007,10,3
2017,1107,708,35020000030,10,6
2017,1107,708,35020000040,10,3
2017,1107,708,35020000045,10,15
2017,1107,708,35020000048,10,12
2017,186056,708,35020000007,10,16
2017,186056,708,35020000030,10,20
2017,186056,708,35020000040,10,3
2017,122,708,35020000030,11,33
2017,122,708,35020000040,11,6
2017,122,708,35020013030,11,11
2017,308,708,35020000007,11,2
2017,308,708,35020000030,11,4
2017,308,708,35020000060,11,2
2017,308,708,35020013030,11,5
2017,308,708,35020013040,11,1
2017,480,708,35020000007,11,21
2017,480,708,35020000030,11,21
2017,480,708,35020000045,11,53
2017,800,708,35020000007,11,35
2017,800,708,35020000008,11,1
2017,900,708,35020000007,11,18
2017,900,708,35020000030,11,2
2017,921,708,35020000030,11,1
2017,921,708,35020000034,11,3
2017,921,708,35020000045,11,13
2017,921,708,35020000048,11,14
2017,1050,708,35020000007,11,6
2017,1050,708,35020000030,11,20
2017,1050,708,35020000060,11,11
2017,1050,708,35020013030,11,6
2017,1107,708,35020000007,11,5
2017,1107,708,35020000030,11,4
2017,1107,708,35020000040,11,2
2017,1107,708,35020000045,11,6
2017,1107,708,35020000048,11,7
2017,186056,708,35020000007,11,9
2017,186056,708,35020000030,11,19
2017,186056,708,35020000040,11,10
2017,186056,708,35020000045,11,3
2017,186056,708,35020000048,11,3
2017,186056,708,35020013030,11,3
2017,186056,708,35020013037,11,2
2017,186056,708,35020013040,11,2
2017,122,708,35020000030,12,19
2017,122,708,35020000040,12,13
2017,122,708,35020013030,12,8
2017,122,708,35020013040,12,3
2017,308,708,35020000007,12,3
2017,308,708,35020000030,12,3
2017,308,708,35020000060,12,7
2017,308,708,35020013030,12,4
2017,308,708,35020013040,12,3
2017,480,708,35020000007,12,15
2017,480,708,35020000030,12,19
2017,480,708,35020000045,12,39
2017,800,708,35020000007,12,25
2017,800,708,35020000008,12,13
2017,870,708,35020000007,12,5
2017,900,708,35020000007,12,3
2017,900,708,35020000030,12,2
2017,921,708,35020000030,12,5
2017,921,708,35020000034,12,2
2017,921,708,35020000045,12,14
2017,921,708,35020000048,12,22
2017,1050,708,35020000007,12,6
2017,1050,708,35020000030,12,23
2017,1050,708,35020000048,12,3
2017,1050,708,35020000060,12,18
2017,1050,708,35020013030,12,9
2017,1107,708,35020000007,12,2
2017,1107,708,35020000030,12,5
2017,1107,708,35020000045,12,10
2017,1107,708,35020000048,12,6
2017,186056,708,35020000007,12,6
2017,186056,708,35020000030,12,9
2017,186056,708,35020000040,12,1
2017,186056,708,35020000045,12,7
2017,186056,708,35020000048,12,3
2017,186056,708,35020013030,12,3
2017,186056,708,35020013037,12,2
2017,186056,708,35020013040,12,2
2018,480,708,35020000007,9,63
2018,480,708,35020000045,9,63
2018,772,708,35020000007,9,20
2018,870,708,35020000035,9,14
2018,900,708,35020000007,9,38
2018,921,708,35020000030,9,1
2018,921,708,35020000035,9,29
2018,921,708,35020000045,9,30
2018,921,708,35020000046,9,29
2018,947,708,35020000007,9,193
2018,1107,708,35020000007,9,69
2018,1107,708,35020000030,9,10
2018,1107,708,35020000045,9,29
2018,1107,708,35020000048,9,16
2018,186056,708,35020000007,9,41
2018,186056,708,35020000030,9,1
2018,186056,708,35020000060,9,1
2018,122,708,35020000030,10,32
2018,122,708,35020000060,10,5
2018,197,708,35020000060,10,17
2018,308,708,35020000035,10,4
2018,480,708,35020000007,10,48
2018,480,708,35020000030,10,15
2018,480,708,35020000045,10,48
2018,800,708,35020000008,10,2
2018,800,708,35020000030,10,8
2018,800,708,35020000060,10,4
2018,800,708,35020013030,10,17
2018,870,708,35020000035,10,23
2018,900,708,35020000007,10,71
2018,921,708,35020000030,10,2
2018,921,708,35020000035,10,5
2018,921,708,35020000045,10,6
2018,921,708,35020000046,10,6
2018,947,708,35020000007,10,49
2018,1050,708,35020000007,10,9
2018,1050,708,35020000030,10,8
2018,1050,708,35020000035,10,29
2018,1050,708,35020000060,10,13
2018,1107,708,35020000007,10,14
2018,1107,708,35020000030,10,6
2018,1107,708,35020000040,10,2
2018,1107,708,35020000045,10,19
2018,1107,708,35020000048,10,3
2018,186056,708,35020000007,10,25
2018,186056,708,35020000030,10,13
2018,186056,708,35020000040,10,5
2018,186056,708,35020000060,10,8
2018,122,708,35020000030,11,26
2018,122,708,35020000040,11,10
2018,122,708,35020000060,11,7
2018,197,708,35020000060,11,8
2018,308,708,35020000035,11,10
2018,308,708,35020000060,11,1
2018,480,708,35020000007,11,10
2018,480,708,35020000030,11,10
2018,480,708,35020000045,11,35
2018,480,708,35020000046,11,5
2018,635,708,35020000030,11,1
2018,800,708,35020000008,11,5
2018,800,708,35020000030,11,6
2018,800,708,35020000060,11,3
2018,800,708,35020013030,11,15
2018,870,708,35020000035,11,10
2018,870,708,35020000055,11,1
2018,900,708,35020000007,11,45
2018,921,708,35020000030,11,4
2018,921,708,35020000035,11,4
2018,921,708,35020000045,11,12
2018,921,708,35020000046,11,5
2018,947,708,35020000007,11,26
2018,1050,708,35020000007,11,11
2018,1050,708,35020000030,11,9
2018,1050,708,35020000035,11,19
2018,1050,708,35020000040,11,3
2018,1050,708,35020000055,11,2
2018,1050,708,35020000060,11,6
2018,1107,708,35020000007,11,9
2018,1107,708,35020000030,11,4
2018,1107,708,35020000040,11,2
2018,1107,708,35020000045,11,14
2018,1107,708,35020000048,11,1
2018,186056,708,35020000007,11,33
2018,186056,708,35020000030,11,18
2018,186056,708,35020000035,11,8
2018,186056,708,35020000040,11,6
2018,186056,708,35020000045,11,8
2018,186056,708,35020000060,11,11
2018,186056,708,35020013030,11,4
2018,186056,708,35020013037,11,4
2018,186056,708,35020013040,11,4
2018,122,708,35020000030,12,20
2018,122,708,35020000040,12,15
2018,122,708,35020000060,12,14
2018,197,708,35020000060,12,6
2018,205,708,35020000048,12,3
2018,308,708,35020000035,12,14
2018,308,708,35020000060,12,5
2018,480,708,35020000007,12,9
2018,480,708,35020000030,12,6
2018,480,708,35020000045,12,30
2018,480,708,35020000046,12,14
2018,772,708,35020000007,12,1
2018,800,708,35020000008,12,6
2018,800,708,35020000030,12,2
2018,800,708,35020000060,12,2
2018,800,708,35020013030,12,11
2018,870,708,35020000035,12,12
2018,870,708,35020000055,12,1
2018,900,708,35020000007,12,18
2018,921,708,35020000030,12,2
2018,921,708,35020000035,12,4
2018,921,708,35020000045,12,3
2018,921,708,35020000046,12,2
2018,947,708,35020000007,12,27
2018,1050,708,35020000007,12,5
2018,1050,708,35020000030,12,6
2018,1050,708,35020000035,12,20
2018,1050,708,35020000048,12,3
2018,1050,708,35020000060,12,9
2018,1107,708,35020000007,12,3
2018,1107,708,35020000030,12,10
2018,1107,708,35020000040,12,1
2018,1107,708,35020000045,12,6
2018,1107,708,35020000048,12,4
2018,186056,708,35020000007,12,16
2018,186056,708,35020000030,12,9
2018,186056,708,35020000035,12,13
2018,186056,708,35020000040,12,5
2018,186056,708,35020000045,12,7
2018,186056,708,35020000060,12,7
2018,186056,708,35020013030,12,10
2018,186056,708,35020013037,12,10
2018,186056,708,35020013040,12,10
2015,122,709,35020000030,10,36
2015,122,709,35020000040,10,1
2015,122,709,35020000030,11,21
2015,122,709,35020000040,11,5
2015,122,709,35020000030,12,16
2015,122,709,35020000040,12,16
2016,122,709,35020000007,10,19
2016,122,709,35020000030,10,25
2016,122,709,35020000045,10,6
2016,122,709,35020000007,11,17
2016,122,709,35020000030,11,20
2016,122,709,35020000040,11,10
2016,122,709,35020000045,11,9
2016,122,709,35020000007,12,16
2016,122,709,35020000030,12,17
2016,122,709,35020000040,12,11
2016,122,709,35020000045,12,16
2017,122,709,35020000007,10,40
2017,122,709,35020000030,10,24
2017,122,709,35020000007,11,24
2017,122,709,35020000030,11,16
2017,122,709,35020000040,11,10
2017,122,709,35020000007,12,26
2017,122,709,35020000030,12,16
2017,122,709,35020000040,12,4
2018,122,709,35020000030,9,1
2018,122,709,35020013030,9,1
2018,122,709,35020000007,10,10
2018,122,709,35020000030,10,21
2018,122,709,35020013030,10,7
2018,122,709,35020000007,11,12
2018,122,709,35020000030,11,23
2018,122,709,35020000040,11,7
2018,122,709,35020013030,11,12
2018,122,709,35020013040,11,1
2018,122,709,35020000007,12,8
2018,122,709,35020000030,12,16
2018,122,709,35020000040,12,5
2018,122,709,35020000060,12,3
2018,122,709,35020013030,12,9
2018,122,709,35020013040,12,1
2015,308,710,35020000030,10,32
2015,165608,710,35020000030,10,16
2015,165608,710,35020000060,10,1
2015,165608,710,35020013030,10,15
2015,308,710,35020000030,11,18
2015,308,710,35020013030,11,4
2015,308,710,35020013040,11,12
2015,653,710,35020000030,11,1
2015,653,710,35020000040,11,1
2015,653,710,35020000048,11,2
2015,653,710,35020000060,11,1
2015,653,710,35020000065,11,3
2015,653,710,35020013030,11,2
2015,653,710,35020013040,11,2
2015,165608,710,35020000060,11,1
2015,165608,710,35020013030,11,2
2015,308,710,35020000030,12,10
2015,308,710,35020000040,12,1
2015,308,710,35020000060,12,2
2015,308,710,35020013030,12,1
2015,308,710,35020013040,12,5
2015,653,710,35020000030,12,1
2015,653,710,35020000040,12,1
2015,653,710,35020000048,12,3
2015,653,710,35020000055,12,2
2015,653,710,35020000060,12,4
2015,653,710,35020000065,12,7
2015,653,710,35020013030,12,3
2015,653,710,35020013040,12,3
2015,165608,710,35020013030,12,2
2015,165608,710,35020013040,12,3
2016,480,710,35020000007,9,190
2016,880,710,35020000007,9,37
2016,308,710,35020000007,10,27
2016,308,710,35020000030,10,27
2016,308,710,35020000040,10,6
2016,308,710,35020013040,10,3
2016,480,710,35020000007,10,92
2016,653,710,35020000030,10,23
2016,880,710,35020000007,10,37
2016,165608,710,35020000007,10,24
2016,165608,710,35020000030,10,24
2016,165608,710,35020000060,10,23
2016,165608,710,35020013030,10,22
2016,308,710,35020000007,11,9
2016,308,710,35020000030,11,25
2016,308,710,35020000040,11,7
2016,308,710,35020013030,11,1
2016,308,710,35020013040,11,13
2016,480,710,35020000007,11,46
2016,653,710,35020000030,11,22
2016,653,710,35020000040,11,4
2016,653,710,35020000048,11,1
2016,653,710,35020000055,11,3
2016,653,710,35020000060,11,4
2016,653,710,35020000065,11,3
2016,653,710,35020013030,11,4
2016,653,710,35020013037,11,1
2016,880,710,35020000007,11,19
2016,165608,710,35020013030,11,1
2016,165608,710,35020013040,11,11
2016,308,710,35020000007,12,23
2016,308,710,35020000030,12,18
2016,308,710,35020000040,12,16
2016,308,710,35020000041,12,1
2016,308,710,35020013030,12,7
2016,308,710,35020013040,12,14
2016,480,710,35020000007,12,32
2016,653,710,35020000030,12,31
2016,653,710,35020000040,12,6
2016,653,710,35020000045,12,1
2016,653,710,35020000055,12,5
2016,653,710,35020000060,12,5
2016,653,710,35020000065,12,5
2016,653,710,35020013030,12,6
2016,880,710,35020000007,12,16
2016,165608,710,35020013030,12,10
2016,165608,710,35020013040,12,5
2017,243,710,35020000007,9,4
2017,480,710,35020000007,9,77
2017,480,710,35020000045,9,75
2017,880,710,35020000007,9,33
2017,243,710,35020000007,10,4
2017,308,710,35020000007,10,21
2017,308,710,35020000030,10,18
2017,308,710,35020013040,10,5
2017,480,710,35020000007,10,37
2017,480,710,35020000045,10,28
2017,653,710,35020000030,10,31
2017,880,710,35020000007,10,16
2017,165608,710,35020000007,10,19
2017,165608,710,35020000030,10,20
2017,165608,710,35020000060,10,20
2017,165608,710,35020013030,10,19
2017,165608,710,35020013040,10,1
2017,243,710,35020000007,11,3
2017,308,710,35020000007,11,22
2017,308,710,35020000030,11,25
2017,308,710,35020013030,11,2
2017,308,710,35020013040,11,17
2017,480,710,35020000007,11,15
2017,480,710,35020000045,11,21
2017,653,710,35020000030,11,25
2017,653,710,35020000040,11,2
2017,653,710,35020000048,11,2
2017,653,710,35020000055,11,2
2017,653,710,35020000065,11,2
2017,653,710,35020013030,11,3
2017,880,710,35020000007,11,20
2017,165608,710,35020000060,11,1
2017,165608,710,35020013030,11,1
2017,165608,710,35020013040,11,12
2017,243,710,35020000007,12,2
2017,308,710,35020000007,12,27
2017,308,710,35020000030,12,24
2017,308,710,35020000060,12,6
2017,308,710,35020013030,12,8
2017,308,710,35020013040,12,17
2017,480,710,35020000007,12,11
2017,480,710,35020000045,12,25
2017,653,710,35020000030,12,37
2017,653,710,35020000040,12,6
2017,653,710,35020000045,12,1
2017,653,710,35020000048,12,6
2017,653,710,35020000055,12,5
2017,653,710,35020000060,12,1
2017,653,710,35020000065,12,5
2017,653,710,35020013030,12,9
2017,880,710,35020000007,12,13
2017,165608,710,35020013030,12,3
2017,165608,710,35020013040,12,3
2018,480,710,35020000007,9,92
2018,480,710,35020000045,9,45
2018,880,710,35020000007,9,42
2018,880,710,35020000030,9,1
2018,880,710,35020000045,9,4
2018,308,710,35020000007,10,10
2018,308,710,35020013030,10,28
2018,308,710,35020013040,10,10
2018,480,710,35020000007,10,110
2018,480,710,35020000045,10,19
2018,653,710,35020000030,10,37
2018,653,710,35020000060,10,18
2018,880,710,35020000007,10,10
2018,880,710,35020000045,10,4
2018,165608,710,35020000030,10,1
2018,165608,710,35020000035,10,38
2018,165608,710,35020000060,10,38
2018,308,710,35020000007,11,13
2018,308,710,35020013030,11,22
2018,308,710,35020013040,11,13
2018,480,710,35020000007,11,24
2018,480,710,35020000045,11,3
2018,653,710,35020000030,11,26
2018,653,710,35020000040,11,1
2018,653,710,35020000048,11,1
2018,653,710,35020000055,11,1
2018,653,710,35020000060,11,10
2018,653,710,35020000065,11,1
2018,653,710,35020013030,11,1
2018,880,710,35020000007,11,7
2018,880,710,35020000030,11,11
2018,165608,710,35020000035,11,1
2018,165608,710,35020000060,11,1
2018,165608,710,35020013030,11,2
2018,165608,710,35020013040,11,11
2018,186369,710,35020000030,11,1
2018,308,710,35020000007,12,9
2018,308,710,35020000041,12,1
2018,308,710,35020000060,12,3
2018,308,710,35020013030,12,23
2018,308,710,35020013040,12,12
2018,480,710,35020000007,12,19
2018,480,710,35020000045,12,12
2018,653,710,35020000030,12,34
2018,653,710,35020000040,12,6
2018,653,710,35020000045,12,1
2018,653,710,35020000048,12,4
2018,653,710,35020000055,12,3
2018,653,710,35020000060,12,28
2018,653,710,35020000065,12,3
2018,653,710,35020013030,12,7
2018,880,710,35020000007,12,13
2018,880,710,35020000030,12,1
2018,880,710,35020000045,12,4
2018,165608,710,35020013030,12,4
2015,186056,711,35020000007,9,37
2015,186056,711,35020000030,9,3
2015,308,711,35020000007,10,41
2015,308,711,35020000030,10,8
2015,186056,711,35020000007,10,8
2015,186056,711,35020000030,10,19
2015,122,711,35020000030,11,11
2015,122,711,35020013030,11,8
2015,308,711,35020000007,11,25
2015,308,711,35020000030,11,15
2015,186056,711,35020000007,11,5
2015,186056,711,35020000030,11,21
2015,186056,711,35020000045,11,1
2015,186056,711,35020000048,11,3
2015,186056,711,35020013030,11,3
2015,186056,711,35020013040,11,3
2015,122,711,35020000030,12,24
2015,122,711,35020013030,12,9
2015,308,711,35020000007,12,10
2015,308,711,35020000030,12,15
2015,308,711,35020000060,12,1
2015,186056,711,35020000007,12,2
2015,186056,711,35020000030,12,17
2015,186056,711,35020000045,12,3
2015,186056,711,35020000048,12,2
2015,186056,711,35020013030,12,3
2015,186056,711,35020013040,12,3
2016,186056,711,35020000007,9,33
2016,186056,711,35020000030,9,2
2016,122,711,35020000030,10,9
2016,122,711,35020013030,10,2
2016,308,711,35020000007,10,33
2016,308,711,35020000030,10,17
2016,308,711,35020000045,10,1
2016,186056,711,35020000007,10,8
2016,186056,711,35020000030,10,28
2016,122,711,35020000030,11,12
2016,122,711,35020013030,11,4
2016,308,711,35020000007,11,16
2016,308,711,35020000030,11,28
2016,186056,711,35020000007,11,3
2016,186056,711,35020000030,11,10
2016,186056,711,35020000045,11,2
2016,186056,711,35020000048,11,5
2016,186056,711,35020013030,11,7
2016,186056,711,35020013037,11,5
2016,186056,711,35020013040,11,6
2016,122,711,35020000030,12,15
2016,122,711,35020013030,12,4
2016,308,711,35020000007,12,28
2016,308,711,35020000030,12,21
2016,186056,711,35020000007,12,6
2016,186056,711,35020000030,12,17
2016,186056,711,35020000045,12,2
2016,186056,711,35020000048,12,8
2016,186056,711,35020013030,12,8
2016,186056,711,35020013037,12,7
2016,186056,711,35020013040,12,8
2017,186056,711,35020000007,9,155
2017,186056,711,35020000030,9,21
2017,186056,711,35020000041,9,1
2017,122,711,35020000007,10,28
2017,122,711,35020000030,10,11
2017,122,711,35020000060,10,9
2017,122,711,35020013030,10,5
2017,308,711,35020000007,10,63
2017,308,711,35020000030,10,36
2017,186056,711,35020000007,10,23
2017,186056,711,35020000030,10,14
2017,186056,711,35020000041,10,3
2017,122,711,35020000007,11,22
2017,122,711,35020000030,11,7
2017,122,711,35020000060,11,4
2017,122,711,35020013030,11,1
2017,308,711,35020000007,11,42
2017,308,711,35020000030,11,18
2017,308,711,35020000041,11,10
2017,186056,711,35020000007,11,9
2017,186056,711,35020000030,11,9
2017,186056,711,35020000041,11,9
2017,186056,711,35020000045,11,3
2017,186056,711,35020000048,11,12
2017,186056,711,35020013030,11,12
2017,186056,711,35020013037,11,11
2017,186056,711,35020013040,11,11
2017,122,711,35020000007,12,17
2017,122,711,35020000030,12,11
2017,122,711,35020000060,12,13
2017,122,711,35020013030,12,4
2017,308,711,35020000007,12,33
2017,308,711,35020000030,12,26
2017,308,711,35020000041,12,24
2017,308,711,35020000060,12,2
2017,186056,711,35020000007,12,12
2017,186056,711,35020000030,12,9
2017,186056,711,35020000041,12,4
2017,186056,711,35020000045,12,10
2017,186056,711,35020000048,12,3
2017,186056,711,35020013030,12,3
2017,186056,711,35020013037,12,3
2017,186056,711,35020013040,12,3
2018,186056,711,35020000007,9,326
2018,186056,711,35020000030,9,22
2018,186056,711,35020000060,9,89
2018,122,711,35020000007,10,8
2018,122,711,35020000030,10,11
2018,122,711,35020000045,10,1
2018,122,711,35020000060,10,3
2018,308,711,35020000007,10,72
2018,308,711,35020000030,10,19
2018,186056,711,35020000007,10,84
2018,186056,711,35020000030,10,10
2018,186056,711,35020000041,10,2
2018,186056,711,35020000060,10,24
2018,122,711,35020000007,11,12
2018,122,711,35020000030,11,22
2018,122,711,35020000060,11,18
2018,122,711,35020013030,11,11
2018,308,711,35020000007,11,35
2018,308,711,35020000030,11,24
2018,308,711,35020000041,11,16
2018,186056,711,35020000007,11,28
2018,186056,711,35020000030,11,7
2018,186056,711,35020000035,11,7
2018,186056,711,35020000041,11,3
2018,186056,711,35020000045,11,1
2018,186056,711,35020000060,11,13
2018,186056,711,35020013030,11,7
2018,186056,711,35020013037,11,7
2018,186056,711,35020013040,11,7
2018,122,711,35020000007,12,6
2018,122,711,35020000030,12,11
2018,122,711,35020000060,12,13
2018,122,711,35020013030,12,6
2018,308,711,35020000007,12,32
2018,308,711,35020000030,12,28
2018,308,711,35020000041,12,9
2018,308,711,35020000060,12,4
2018,186056,711,35020000007,12,26
2018,186056,711,35020000030,12,15
2018,186056,711,35020000035,12,14
2018,186056,711,35020000041,12,3
2018,186056,711,35020000045,12,7
2018,186056,711,35020000060,12,7
2018,186056,711,35020013030,12,14
2018,186056,711,35020013037,12,11
2018,186056,711,35020013040,12,11
2015,456,712,35020000007,9,22
2015,947,712,35020000007,9,6
2015,1222,712,35020000007,9,109
2015,1222,712,35020000030,9,59
2015,1222,712,35020000040,9,2
2015,1222,712,35020000045,9,43
2015,122,712,35020000030,10,1
2015,308,712,35020000007,10,46
2015,635,712,35020000030,10,2
2015,800,712,35020000045,10,1
2015,800,712,35020000048,10,1
2015,800,712,35020000055,10,1
2015,800,712,35020013030,10,29
2015,947,712,35020000007,10,7
2015,1222,712,35020000007,10,10
2015,1222,712,35020000030,10,19
2015,1222,712,35020000040,10,11
2015,1222,712,35020000045,10,38
2015,122,712,35020000030,11,7
2015,308,712,35020000007,11,27
2015,635,712,35020000030,11,2
2015,800,712,35020000045,11,1
2015,800,712,35020000048,11,5
2015,800,712,35020013030,11,17
2015,947,712,35020000007,11,6
2015,1222,712,35020000007,11,7
2015,1222,712,35020000030,11,24
2015,1222,712,35020000040,11,17
2015,1222,712,35020000045,11,11
2015,122,712,35020000030,12,15
2015,308,712,35020000007,12,22
2015,635,712,35020000030,12,4
2015,800,712,35020013030,12,25
2015,947,712,35020000007,12,11
2015,1222,712,35020000007,12,8
2015,1222,712,35020000030,12,35
2015,1222,712,35020000040,12,8
2015,1222,712,35020000045,12,11
2016,456,712,35020000007,9,35
2016,635,712,35020000007,9,48
2016,947,712,35020000007,9,48
2016,1222,712,35020000007,9,113
2016,1222,712,35020000030,9,38
2016,1222,712,35020000045,9,29
2016,1222,712,35020000048,9,3
2016,122,712,35020000007,10,134
2016,122,712,35020000030,10,5
2016,308,712,35020000007,10,14
2016,456,712,35020000007,10,1
2016,456,712,35020000030,10,11
2016,635,712,35020000007,10,5
2016,635,712,35020000030,10,2
2016,800,712,35020000030,10,12
2016,800,712,35020000060,10,7
2016,800,712,35020013030,10,24
2016,947,712,35020000007,10,15
2016,1222,712,35020000007,10,12
2016,1222,712,35020000030,10,47
2016,1222,712,35020000040,10,18
2016,1222,712,35020000045,10,17
2016,1222,712,35020000048,10,1
2016,122,712,35020000007,11,96
2016,122,712,35020000030,11,5
2016,308,712,35020000007,11,9
2016,456,712,35020000007,11,1
2016,456,712,35020000030,11,7
2016,635,712,35020000007,11,2
2016,635,712,35020000030,11,7
2016,800,712,35020000030,11,11
2016,800,712,35020000040,11,3
2016,800,712,35020000060,11,5
2016,800,712,35020013030,11,20
2016,800,712,35020013040,11,6
2016,947,712,35020000007,11,14
2016,1222,712,35020000007,11,5
2016,1222,712,35020000030,11,27
2016,1222,712,35020000040,11,10
2016,1222,712,35020000045,11,7
2016,1222,712,35020000048,11,3
2016,122,712,35020000007,12,60
2016,122,712,35020000030,12,22
2016,122,712,35020000060,12,1
2016,308,712,35020000007,12,10
2016,308,712,35020000060,12,3
2016,456,712,35020000030,12,3
2016,635,712,35020000030,12,3
2016,800,712,35020000030,12,1
2016,800,712,35020000040,12,3
2016,800,712,35020000060,12,5
2016,800,712,35020013030,12,8
2016,800,712,35020013040,12,13
2016,947,712,35020000007,12,18
2016,1002,712,35020000045,12,1
2016,1222,712,35020000007,12,7
2016,1222,712,35020000030,12,58
2016,1222,712,35020000040,12,13
2016,1222,712,35020000045,12,8
2016,1222,712,35020000048,12,2
2017,456,712,35020000007,9,38
2017,947,712,35020000007,9,139
2017,1222,712,35020000007,9,112
2017,1222,712,35020000030,9,43
2017,1222,712,35020000040,9,2
2017,1222,712,35020000041,9,1
2017,1222,712,35020000048,9,9
2017,122,712,35020000007,10,127
2017,122,712,35020000030,10,13
2017,308,712,35020000007,10,2
2017,456,712,35020000007,10,1
2017,635,712,35020000030,10,2
2017,800,712,35020000007,10,267
2017,800,712,35020000008,10,7
2017,800,712,35020000030,10,13
2017,800,712,35020000060,10,3
2017,800,712,35020013030,10,11
2017,947,712,35020000007,10,44
2017,1222,712,35020000007,10,12
2017,1222,712,35020000030,10,47
2017,1222,712,35020000040,10,4
2017,1222,712,35020000048,10,8
2017,122,712,35020000007,11,73
2017,122,712,35020000030,11,21
2017,308,712,35020000007,11,2
2017,308,712,35020000030,11,4
2017,308,712,35020013030,11,5
2017,308,712,35020013040,11,1
2017,456,712,35020000007,11,1
2017,635,712,35020000030,11,1
2017,800,712,35020000007,11,21
2017,800,712,35020000008,11,1
2017,800,712,35020000030,11,14
2017,800,712,35020000040,11,3
2017,800,712,35020000060,11,3
2017,800,712,35020013030,11,6
2017,800,712,35020013040,11,7
2017,900,712,35020000030,11,1
2017,947,712,35020000007,11,43
2017,1222,712,35020000007,11,8
2017,1222,712,35020000030,11,26
2017,1222,712,35020000040,11,16
2017,1222,712,35020000048,11,5
2017,122,712,35020000007,12,44
2017,122,712,35020000030,12,12
2017,308,712,35020000007,12,6
2017,308,712,35020000030,12,1
2017,308,712,35020000035,12,1
2017,308,712,35020000060,12,1
2017,308,712,35020013030,12,1
2017,308,712,35020013040,12,1
2017,456,712,35020000007,12,2
2017,635,712,35020000030,12,3
2017,800,712,35020000007,12,22
2017,800,712,35020000008,12,7
2017,800,712,35020000030,12,6
2017,800,712,35020000040,12,6
2017,800,712,35020000060,12,4
2017,800,712,35020013030,12,4
2017,800,712,35020013040,12,4
2017,900,712,35020000030,12,1
2017,947,712,35020000007,12,28
2017,1222,712,35020000007,12,12
2017,1222,712,35020000030,12,37
2017,1222,712,35020000040,12,12
2017,1222,712,35020000048,12,8
2018,456,712,35020000007,9,28
2018,880,712,35020000045,9,5
2018,947,712,35020000007,9,128
2018,1222,712,35020000007,9,82
2018,1222,712,35020000030,9,10
2018,1222,712,35020000040,9,1
2018,1222,712,35020000045,9,32
2018,122,712,35020000007,10,100
2018,122,712,35020000030,10,19
2018,800,712,35020000007,10,260
2018,800,712,35020000008,10,8
2018,800,712,35020000030,10,26
2018,800,712,35020000060,10,5
2018,800,712,35020013030,10,15
2018,947,712,35020000007,10,42
2018,1222,712,35020000007,10,10
2018,1222,712,35020000030,10,22
2018,1222,712,35020000040,10,2
2018,1222,712,35020000045,10,16
2018,122,712,35020000007,11,46
2018,122,712,35020000030,11,17
2018,635,712,35020000030,11,6
2018,800,712,35020000007,11,39
2018,800,712,35020000008,11,3
2018,800,712,35020000030,11,22
2018,800,712,35020000040,11,10
2018,800,712,35020000060,11,10
2018,800,712,35020013030,11,13
